Comment,Translated_Comment,Category,Hate Speech,Geography
я согласен за референдум но с одной оговоркой что бы попутно была проведена федерализация страны ,"I agree for the referendum, but with one caveat, so that the federalization of the country would be carried out along the way",None,0,Russia_Ukaraine
а зачем они уже толпой бъют лежачих не перебор ли ,"but why are they already beating the recumbent in a crowd, isn’t it too much",None,0,Russia_Ukaraine
со мной вроде всё ок пока а вот с владой явно нет ,"everything seems to be ok with me so far, but obviously not with vlad",None,0,Russia_Ukaraine
на счет цвета повязок очень слабый аргумент это первое второе когда в году работали снайпера у белого дома вокруг на окружающей территории было убито много людей по траекториям было установлено что снайпера стреляли с точек одна была на крыше американского посольства американский посол опроверг эту информацию ельцин сделал вид что от туда на самом деле не могло быть снайперского огня и еще если эти смерти кому и были выгодны то только тому кто в результате пришел к власти без этих смертей взбудоражить народ на крайние шаги было нельзя и четвертое как объяснить безоружное стояние беркута и срочников вв если власть отдает приказ стрелять на поражение кто отдает приказ стрелять по толпе снайперам это дело пулеметчика пулеметная очередь останавливает враз ,"at the expense of the color of the armbands, a very weak argument is the first second when a sniper worked at the white house around the surrounding territory, many people were killed along the trajectories, it was established that the snipers fired from points one was on the roof of the American embassy, ​​the American ambassador denied this information Yeltsin pretended that there really could not have been sniper fire from there, and even if these deaths were beneficial to someone, then only to the one who as a result came to power without these deaths it was impossible to excite the people to extreme steps, and fourthly, how to explain the unarmed standing of the golden eagle and conscripts in if the power gives the order to shoot to kill who gives the order to shoot at the crowd snipers this is the business of the machine gunner the machine-gun burst stops at once",None,0,Russia_Ukaraine
поздно они это сделали ,late they did it,None,0,Russia_Ukaraine
так и надо ,so be it,None,0,Russia_Ukaraine
я конечно не провокатор но я бы на месте беркута стрелял боевыми дабы пресечь этот беспредел ,"of course, I’m not a provocateur, but if I were a golden eagle, I would shoot with combat ones in order to stop this lawlessness",None,0,Russia_Ukaraine
ам причём тут ник ,"uh, what's up with that",None,0,Russia_Ukaraine
они сражаются за колонизацию украины уничтожая на корню будущее своих потомков ,"they are fighting for the colonization of Ukraine, destroying the future of their descendants in the bud",None,0,Russia_Ukaraine
что за тп на манеже эвромайдауна ,what kind of tp in the arena of euromaidauna,None,0,Russia_Ukaraine
 юрий анатольевич уныло лалка ,yuri anatolievich sadly lalka,None,0,Russia_Ukaraine
поймет тот у кого сердце есть и душа а это не от национальности зависит ,"the one who has a heart and a soul will understand, and this does not depend on nationality",None,0,Russia_Ukaraine
 сергей владимирович думаю вы меня не правильно поняли ,Sergey Vladimirovich I think you misunderstood me,None,0,Russia_Ukaraine
ролик то трольный америкосами заказаный либо инициатива самих бендерлогов говорим бендер подразумеваем паразит говорим паразит подразумеваем американец шизофрения сейчас в почете завалят своих обвинят других так было всегда гитлер поджог рейхстаг обвинил коммунистов американцы взорвали небоскребы обвинили бен ладена паразиты промывают мозги молодому поколению моисей водил евреев по пустыни лет которую перейти можно за несколько дней лет это поколения после развала ссср прошло лет одно поколение паразиты уже обработали развитие человека и его мировозрение происходит информационно но конечно играет роль и опыт прошлых плотных воплощений ,"the video is troll ordered by the Americans or the initiative of the Benderlogs themselves, we say Bender, we mean the parasite, we say the parasite, we mean the American schizophrenia now they will overwhelm their own in honor, they will blame others, so it was always hitler arson of the Reichstag, blamed the communists, the Americans blew up skyscrapers, blamed bin Laden, parasites brainwash the young generation Moses led the Jews through the desert for years which can be crossed in a few days years this generation after the collapse of the USSR, years have passed one generation parasites have already processed the development of man and his worldview is informational but of course the experience of past dense incarnations also plays a role",None,0,Russia_Ukaraine
 сергей к свинья кацапско фашистко власовско путинская ,sergey k pig katsap fascist vlasov putinskaya,None,0,Russia_Ukaraine
кого они предали кто давал право парализовывать жизнь в центре города соберись такая акция в центра ну скажем мадрида да со свистом бы улетели еще и обстреляли бы пулями резиновыми ,"whom they betrayed who gave the right to paralyze life in the city center if such an action gathered in the center, let's say Madrid, yes, they would fly away with a whistle and fire rubber bullets",None,0,Russia_Ukaraine
страйкболисты без сомнения снайпер в открытую не стреляет ,airsoft players no doubt the sniper does not shoot openly,None,0,Russia_Ukaraine
прикол в том что украине не предлагают шенген там своих нахлебников хватает ,the joke is that Ukraine is not offered a Schengen there are enough of their freeloaders,None,0,Russia_Ukaraine
у некоторых россиян очень развита мания величия во главе гнома в в пукина наполеоновский синдром моссква как сша везде лезете все пиндосы хохлы пшёнки жиды грызуны виноваты все и вся весь мир против вас это же болезнь болезнь несостоявшегося народа и страны дааааа ,some Russians have a very developed megalomania at the head of a dwarf in Pukin's Napoleonic syndrome moscow like the usa everywhere you climb all pindos khokhls millet jews rodents are to blame for everything and the whole world against you this is a disease a disease of a failed people and country yeahaaaa,None,0,Russia_Ukaraine
теперь понятно кто устроил эти беспорядки на майдане нужно признать янукович сильный лидер если смог оказать сопротивление западу и их местным подстилкам да еще и при таком давлении народ выберет его на второй срок ,"now it’s clear who staged these riots on the Maidan, Yanukovych must be recognized as a strong leader if he could resist the West and their local bedding, and even with such pressure, the people will elect him for a second term",None,0,Russia_Ukaraine
молодці ,well done,None,0,Russia_Ukaraine
это не беркут беркут в кроссовках на службе не ходит да и оружие у них устаревшее на весь этот майдан сталина нет был бы он он бы уже давно всю эту фигню разогнал и навел порядок в стране и вы украинцы не понимаете что вы такие же как и мы мы один народ если вы вступите в евро союз то вы поймете что всем славянам просто хотели навредить промывая мозги и поверили европе только вы но только когда вы это поймете это будет поздно в общем если вы подпишите соглашение об ассоциации с ес то в украине закроются многие предприятия которые якобы не подходят под их стандарты люди лишатся работы наступит кризис из за кризиса закроется еще больше заводов и фабрик в общем нет никаких радужных перспектив для вас в евро союзе мы должны быть едины только когда вы поймете все это то будет уже поздно и ваша страна к тому времени распадется на две части одна часть которая присоединилась к ес будет жить в полной разрухе а другая часть так же как и наша родина россия потому что она присоединится к нам в такие моменты становится жаль что распался ссср ведь если бы он сейчас был то мы бы уже давно надовали по заднице этой жирной америке и европе ,"it’s not a golden eagle a golden eagle in sneakers doesn’t go to the service and their weapons are outdated for all this Maidan there is no Stalin if he would have dispersed all this garbage a long time ago and put things in order in the country and you Ukrainians don’t understand that you are the same as we are we are one people if you join the euro union, then you will understand that they just wanted to harm all the Slavs by brainwashing and only you believed in Europe, but only when you understand this it will be too late, in general, if you sign an association agreement with the EU, then many enterprises will close in Ukraine who allegedly do not fit their standards people will lose their jobs a crisis will come due to the crisis more plants and factories will close in general there are no bright prospects for you in the euro union we should be united only when you understand all this it will be too late and your country will by that time it will split into two parts, one part that joined the EU will live in complete ruin, and the other part, like our homeland Russia, because it will join us at such moments, it becomes a pity that the USSR collapsed, because if it were now, we would have long been kicked in the ass of this fat America and Europe",None,0,Russia_Ukaraine
постановааа ,become,None,0,Russia_Ukaraine
думаю волосы на заднице строители баррикады рвать будут сомневаюсь что он за свой счет будет ремонт делать нагнут мальчиков которые были на баррикаде и с их бонуса заберут деньги ,I think the builders of the barricade will tear the hair on the ass; I doubt that he will repair the bent boys who were at the barricade at his own expense and they will take money from their bonus,None,0,Russia_Ukaraine
 владимир строюк так и я о тоже но у нас нет лидера истенного патриота своей страны настоящего президента вовсяком случае я невижу ,"vladimir stroyuk so do I, too, but we don’t have a leader, a true patriot of our country, a real president, in any case, I don’t see",None,0,Russia_Ukaraine
слава україні ,Glory to Ukraine,None,0,Russia_Ukaraine
це лише цитата взята з контексту це те саме що звинувачувати шевченка у богохульстві за однією реплікою а нечуй левицького раджу почитати особливо кайдашеву сім’ю ,"it's just a quote taken out of context, it's the same as accusing Shevchenko of blasphemy based on a single line and not listening to the Levy raja to read especially the Kaydashe family",None,0,Russia_Ukaraine
смерть блядським ультрас собакам згодувати підарасів хлопцям з беркуту велика подяка і низький уклін за те що вистояли за те що мочили майдануте бидло простіть нас хлопці ми тоді мали стояти з вами пліч о пліч і розганяти т з майдан але нас тоді поруч не було і це лише наша провина шкода спасибі вам доблесні беркути слава беркуту слава навіки ,"death to the fucking ultras dogs, feed the bastards to the guys from Berkut, a big thank you and a low bow for standing up for watering the Maidan cattle, forgive us guys, we were supposed to stand with you shoulder to shoulder and drive them out of the Maidan, but we weren't around then and that's just our fault, pity, thanks to you, valiant golden eagles, glory to the golden eagle, glory forever",None,0,Russia_Ukaraine
 илья шинтаты не читай а найди и посмотри ,ilya shintaty do not read but find and look,None,0,Russia_Ukaraine
слів немає одні емоції ,"there are no words, only emotions",None,0,Russia_Ukaraine
федорову нужно писать сценарии для голливуда ,Fedorov needs to write scripts for Hollywood,None,0,Russia_Ukaraine
слава украине смерть путлеру ,glory to ukraine death putler,None,0,Russia_Ukaraine
хакамада ни на человека не похожа ни то что на женщину пустой треп общие слова о вымышленном случайном порядке происходящих событиях конечно все случайно югославия ирак ливия сирия и везде случайно накопились напряжения в обществе случайно иноземные наемники вооруженные американцами свергали правительства ,"khakamada does not look like a person, nor does it look like a woman, empty chatter general words about a fictional random order of events, of course, everything is by chance Yugoslavia Iraq Libya Syria and everywhere tensions have accidentally accumulated in society by chance foreign mercenaries armed by the Americans overthrew governments",None,0,Russia_Ukaraine
 саша гарматний значит я не ошибся тролль я еще даже не начинал тебя троллить ,sasha garmatny so i'm not mistaken troll i haven't even started trolling you yet,None,0,Russia_Ukaraine
сильно спасибо ,thank you very much,None,0,Russia_Ukaraine
молодец ,Well done,None,0,Russia_Ukaraine
дурень ти кім не знаєш що відбувалось і патякаєш тут дурниці ,"you fool, you don't know what happened and you are spouting nonsense here",None,0,Russia_Ukaraine
героям слава майдану слава і людям які виборюють наше майбутнє ,"glory to the heroes of the Maidan, glory to the people who choose our future",None,0,Russia_Ukaraine
она вся заводная кукла ,she's all a clockwork doll,None,0,Russia_Ukaraine
что то для мвдшников и военных они хилые какие то ,"something for the military and the military, they are some kind of frail",None,0,Russia_Ukaraine
позорище какое ,what a disgrace,None,0,Russia_Ukaraine
береза я орел ты похоже потерян для нормального общества наслаждайся люмпенами на телеканале россия там все правдиво по полочкам с фактами все тебе пережевал киселёв так что не надо своими мозгами шевелить все готово и упаковано готово для проглатывания ,"birch, I’m an eagle, you seem to be lost for a normal society, enjoy the lumpen on the Russia TV channel, everything is truthful on the shelves with facts, Kiselyov chewed everything for you, so don’t move your brains, everything is ready and packaged ready to be swallowed",None,0,Russia_Ukaraine
