Comment,Translated_Comment,Category,Hate Speech,Geography
اول شي صحيح لو تساوت الاذواق لبارت السلع ،،،ولكن اتعجب من هذا الزمان اللي ماعندهم اذان موسيقية او كما يقال سميعة شنو احلام شنو راغب كلهم اصوات نشاز وموسيقى نشاز هل تريدون تعرفون من هم الاصوات الحلوة ،،ام كلثوم اسمهان عبدالوهاب فريد عبد الحليم فاءزة وردة هدى سلطان سيد مكاوي فيروز ناظم الغزالي رياض احمد يوسف عمر وووالخ ومن الجيل الجديد فقط اصالة فقط لان صوتها وقوته لامثيل له الان انا اتكلم كسميع ليس كباقي الناس مع احترامي لذوقهم ولكن ليسو بسميعة اي هوسة وضجيج فقط ،،ولا انسا زهور حسين وياس خضر وسعدي وداخل حسن وعوض دوخي والسوري العملاق ابو كلثوم صباح فخري وانتم اتحدى اي واحد منكم أن ينتقد هاؤلاء حتى لو لايحبهم لانو هم مدارس لن تتكرر وبالاخير هل تعلمون ما هو اجمل صوت في العالم انه صوت عبد الباسط قارء القراءن الكريم الله اراده هكذا لانه كلام الله فلا يعلا عليه ،،،انا قصدي كدراسة سمعية مو على كيفك وكيفي وانا انسان بسيط بس اتوقع انا سميع,"The first thing is true, if the tastes were equal, the commodities would be equal. But I am surprised at this time, who do not have musical ears, or as it is said, hearing, what dreams, what desires, all of them are cacophonous voices and discordant music. Do you want to know who the sweet voices are? Warda Huda Sultan Sayed Makkawi Fayrouz Nazim Al-Ghazali Riyad Ahmed Youssef Omar and etc. And from the new generation only Asala only because her voice and strength are unparalleled now. I speak as a hearer, not like other people with respect to their taste, but they are not as audible as any obsession and noise only. I do not forget the flowers of Hussein, Yas Khader and Saadi And inside Hassan, Awad Dokhi, and the giant Syrian Abu Kulthum, Sabah Fakhri, and I challenge any of you to criticize these people, even if they do not like them, because they are schools that will not be repeated, and in the end, do you know what is the most beautiful voice in the world? On it,,, I meant as an audio study, not on how you are and how I am, and I am a simple person, but I expect that I am listening",None,0,Arab
هذي احلام مشاركه وانت ماتستحي كل هذي غيره وحسد,"These are the dreams of participation, and you are not ashamed of all this jealousy",None,0,Arab
بعد تحلف بالله اكذب امرأة على وجه الأرض,"After swearing to God, I am the lying woman on earth",None,0,Arab
احبك احالام,I love you dreams,None,0,Arab
بلا كزب لجذب المنافقين امثال صاحب القناة وهذا دليل على نجاح احلام,"Without lying to attract hypocrites like the owner of the channel, and this is evidence of Ahlam's success",None,0,Arab
هناك تعليق بيقول احلام مسخره لا تخلوها في اراب ايدول 4 بالعكس سبيل نجاح اراب ايدول هوا احلام ومن غيرها البرنامج زيرو انا شخصيا بحبها قوي,"There is a comment saying Ahlam is a mockery, don't leave it in Arab Idol 4. On the contrary, the way for Arab Idol's success is Ahlam. Other than that, the program is Zero. I personally love it very much.",None,0,Arab
و رديت مرة ثانية 😂,And I replied again 😂,None,0,Arab
بدأ الموسم وانت تقول لن تستطيع 😂,The season has started and you say you can't 😂,None,0,Arab
هههههههههههههههههههههه,Hahahahahahahaha,None,0,Arab
فين هوا المشكل ملكة عن جدارة واستحقاق 😘😘😘😘😘😘😘😘😘😘😘,"Where is the problem, a well-deserved queen 😘😘😘😘😘😘😘😘😘😘😘",None,0,Arab
ههههههههه,Hahahahaha,None,0,Arab
هههههه ولا حدا عاجبها,Hahahaha no one likes it,None,0,Arab
بيعجبني شيئ واحد باحلام انها صريحة و مابتخاف من حدا بنوب غير من الله,One thing I like about dreams is that they are frank and that they do not fear anyone but God,None,0,Arab
يخخخخخخخخ,Shhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,None,0,Arab
"احلام صريحه وعفويه وملكه بجد ليه كلكون بتحاربوها لو نانسي او هيفا محد حارربها 
تحياتي للملكه احلام","Sincere, spontaneous, and real dreams, why do you fight her if only Nancy or Haifa fought her?
Greetings to the Queen of dreams",None,0,Arab
من لبنان تحية للملكة وفنانة العرب احلام,"From Lebanon, greetings to the Queen and Arab artist Ahlam",None,0,Arab
أحلام فنانه طيبه علي نيتها وبتساعد الناس وانا بحبها علشان علي طبيعيتها,"Ahlam is a good artist with her intentions and helps people, and I love her for her natural nature",None,0,Arab
أحلى مليكة 😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚😚,The sweetest Malika,None,0,Arab
الى هذه الدرجة انتم تموتون من المرى,To this degree you are dying of bitterness,None,0,Arab
احلام انتي ليش الناس ماتحبك لين محترمه الناس ايحبون مثل اليسا وهيفاء ومريام فارس,"You are dreams, why do people not love you, because respectful people like Elissa, Haifa, and Miriam Fares?",None,0,Arab
ألو,Hello,None,0,Arab
خلي تولي لا شارك خلي يخلون واحد عراقي مثلن ماجد المهندس حاتم العراقي والله احسن من هاي,"Let me take part, let them have an Iraqi like Majed Al-Mohandes Hatem Al-Iraqi, and God is better than this",None,0,Arab
علساس انتي هسه فنانه انتي داكوكه وبس,"Allass, you are an artist, you are just a douchebag",None,0,Arab
صحيح اختلط السياسه بالفن واصبح انت مع مين وعلى هذ الاساس تختتار فنانك .. بصراحه سوف يتحول الشباب على الفن الغربي بسبب غباء وكبرت الفنانين عنده ومن الملاحظ اختفاء الاغنيه السنويه.. يعنه كل سنه كانت تطلع اغنيه او كتر اترن وتنتشر بالوطن العربي من جمال الكلمات والاحان...للخ اليوم ولا اغنيه من عدة سنوات حازت على اعجاب الوطن العربي ..,"It is true that politics has mixed with art, and you are with whom, and on this basis you choose your artist.. Frankly, young people will turn to Western art because of their stupidity and the old age of their artists. It is noticeable that the annual song has disappeared.. It means that every year a song or more chords appeared and spread in the Arab world due to the beauty of the words and melodies. ...for today, and not a single song from several years ago won the admiration of the Arab world..",None,0,Arab
والله يعالم احلام طيبه ومحترمه عايشه على النيه شوف ننسي تفكرساعه قبل ماتتكلم  الإعلام البنانين فاشل وقذر وزباله وأولهم نظام الأحمدية وكل لبنان تعرف هذا الشيء احلام جايه من صحراء قاحله الي انتم تعرفوا قيمتها لهذي الصحراء احلام ملكه بصرحتها وهي انسانه لازم تقلط يعني انتم متكاملين ما بتقلطوا اسألوا أنفسكم هل نحن مانقلط مستحيل احلام فنانه محترمه وجمهرها أكبر من الي يسبوها انا الي قهرني انتم ليش تسبوها وش دخلكم بالحرمة عندها عيالها وزوجها ومش سأله عليكم وخلوا الحمقات,"God knows good and respectful dreams, living according to the intention. Look, forget to think for an hour before the media speaks. The Lebanese are a failure, dirty, and garbage, and the first among them is the Ahmadiyya regime. All of Lebanon knows this. Dreams come from a barren desert, whose value you know for this desert. Yourselves, do we not underestimate the impossible dreams of a respected artist and her audience is greater than those who insult her? I am the one who oppressed you. Why do you insult her?",None,0,Arab
"احلام هذي ماعندها غير الجللد
كفو والله","These dreams are nothing but skin
God stop",None,0,Arab
,,None,0,Arab
,,None,0,Arab
,,None,0,Arab
,,None,0,Arab
ما شاء الله عليك يا أخي ربنا يبارك فيك,"God willing, my brother, may God bless you",None,0,Arab
عندها حق كل الاسالة لي طرحوها الصحافة زفت,She has the right to ask all the questions that the press has put forward,None,0,Arab
احلام كوني صامدا انا من الجزاير واشجعك لا تدعيهم يدمرونك,Dreams of being steadfast. I am from Algeria and I encourage you. Do not let them destroy you,None,0,Arab
جد شمس ماعند ولا غنية تنسمة هية نشهرت من ورة احلام,"Find Shams, who doesn't have a song, a breeze that was made famous by dreams",None,0,Arab
فيديو فاشل,Failed video,None,0,Arab
شكرا😅😅👍,Thank you 😅😅👍,None,0,Arab
هههههههه😂😂😂👌,Hahahahaha 😂😂😂👌,None,0,Arab
غثييييييثة لأبعد حد ...,Nausea beyond measure...,None,0,Arab
هههههههههههههههههههه,Hahahahahaha,None,0,Arab
نقطة ضعف احلام هي شعبيتها المبالغ ما تعرف التمثيل صريحه زياده عن اللزوم ياريت تشوف وتقرا تعليقي انت نيتك صافيه بس الناس ما تقدر فعليك اشويه بالتصرف الاصطناعي ما يصير امام الجمهور تتصرفين  مثلما تتصرفين ببيتك لكل كلام مكانو وزمانو يا بنتي الحياة مدرسه دروسها التجارب فبعد الان لازم تعرفين بعد ما تكر رين الخطاء,"Ahlam's weakness is her popularity. She doesn't know how to act, frankly, in excess. I hope you see and read my comment. Your intention is pure, but people can't. You have to distort it with artificial behavior. What happens in front of the audience? After you hate the mistakes",None,0,Arab
مع احترامي للبرامج ما الها معنى و مش بالمستوى المطلوووب,"With all due respect, the programs have no meaning and are not at the required level",None,0,Arab
"فعلا كلامك صح 100%
للاسف ما حدا ماكلها غير هالشعب المعتر","Actually you are 100% correct.
Unfortunately, no one eats it other than the famous people",None,0,Arab
ههههههههه منيح متحملك زوجك 👀,"Hahahahaha, I can tolerate your husband 👀",None,0,Arab
ههههههههه اخ يا قلبي والله نهفة احلام,Ha ha ha,None,0,Arab
"عنجد ما بعرف احلام عندها انفصام 
في تناقد 😵😵
كل ساعة شي","Seriously, I don't know dreams that have schizophrenia
In contradiction 😵😵
Every hour",None,0,Arab
"فعلا مش بنفوذها ومالها و شكلها 
الملوكية بالاخلاق و الاحترام وبس","Indeed, it is not with its influence, money, and shape
Royalty with morals and respect only",None,0,Arab
ana bahabike ktire inti malikate molouke habibti ahlame,I am a bahabike ktire inti malikate molouke habibti ahlame,None,0,Arab
"أنا غير ممكن ان أتصور عرب ايدول من غير احلام 
عنجد يصير كتير جامد و ما حلو 
حبيبتنا احلام هي مشعله البرنامج بحلاوة روحها و خفة دمها ♡♡♡","I can't imagine an Arab idol without dreams
Seriously, it becomes very solid and not sweet
Our beloved Ahlam is the beacon of the program with her sweet spirit and wit ♡♡♡",None,0,Arab
احلام لم تعد ملكه تم ازالة هاذا القب من شعب الامارات و ايضا من اتصال لزوجة حاكم دبي الشيخ محمد بن راشد المكتوم   التي هي من امرت قناه ابو ظبي بازالة برنامج ذا كوين  و احلام قطعت عن الانستا و قالت انا حواصل حياتي حتى بعد ازالة القب,"Ahlam is no longer a queen. This title was removed from the people of the Emirates, and also from a call to the wife of the ruler of Dubai, Sheikh Mohammed bin Rashid al-Maktoum, who ordered the Abu Dhabi channel to remove The Queen program.",None,0,Arab
انتم على كلامكم هدا عن هذه المراة. تهدولها حسناتكم. على طبق اتقو لله وخليكم.من الغيبة. و فضح الناس,"You are on your words Hedda about this woman. Your good deeds are given to her. On a platter, fear God and keep you. From backbiting. And expose people",None,0,Arab
احبج يا احلام الورده مال كل للفنانات,"I love you, dreams of roses, money for all artists",None,0,Arab
انا الكويتي عدنان قاسم ..شزينها الاغاني المحبوبة الفنانة احلام ...اما شمس مايندره عنها متى هيا اطلعت ..حتى اسمها شمس موحلو .ههههاي .,"I am the Kuwaiti Adnan Qassem..she was adorned by the beloved songs of the artist Ahlam...as for Shams, it is rare for her to come out..even her name is Shams Mohlou. Hahahaha.",None,0,Arab
مادري مخبله وله مادري شسميهه الله يشفيهه,Madre is crazy and he has Madri Shasmih God heal him,None,0,Arab
احلام فنانة العرب ، تحية الها,"Dreams of the Arab artist, greeting her",None,0,Arab
ختولي الشاركت برنامج ولما شركت ماكو غيره,"Let me participate in a program, and when I share, there is no one else",None,0,Arab
احلام فنانه محترمه ... وشمس من اسوا فنانه,Ahlam is a respected artist... and Shams is one of the worst artists,None,0,Arab
ياليت انها ماتشترك نبغا نتابع البرنامج ولو شاركت احلام والله ما نتابع,"I wish she didn't participate. We would like to follow the program, and if Ahlam participated, I swear we wouldn't follow up",None,0,Arab
الله يشفي كل مريض  فيه كرسي شاغر في شهار ارى حجزه للطقاقة أفلام .,May God heal every patient who has a vacant chair in a month.,None,0,Arab
نانسي  حلوه,Sweet Nancy,None,0,Arab
نانسي,Nancy,None,0,Arab
مع نفسها عبيطه جداً,"With herself, she is very stupid",None,0,Arab
"البرنامج بدون كبير ماله قيمه 
احلام قيمه وتاريخ وتواجدها بالبرنامج زاد البرنامج","The program without a large amount of money
Dreams value and history and its presence in the program increased the program",None,0,Arab
روعةة,awesome,None,0,Arab
انا ما تعجبني احلام,I don't like dreams,None,0,Arab
ما احبها,What I love,None,0,Arab
هههه احلام خليفة معمر القذافى الله يرحم و يغفر له,"Haha, the dreams of Khalifa Muammar Gaddafi, may God have mercy and forgive him",None,0,Arab
كل مابتقدو فيكي بنحبك اكتر ياملكه ع فكره كل الاضواء عليكي السنه نجاحك ياملكه صار اكبر المعجبين,"The more you miss you, the more we love you, Queen. By the way, all the lights are on you, the year. Your success, Queen, has become the biggest fan.",None,0,Arab
انا معك يا احلام ملكة الغناء الخليجي مافي اجمل من صوتك,"I am with you Ahlam, the queen of Gulf singing. There is nothing more beautiful than your voice",None,0,Arab
شمس احلام وكل الفنانيين تبرعو بكل فلوسكم للفقراء وتوبو الى الله,Shams Ahlam and all the artists donate all your money to the poor and repent to God,None,0,Arab
السوده الزركه,The dark blue,None,0,Arab
والله انها اتخوف العيال,"God, it scares children",None,0,Arab
"بسراحه انا ما اغار من احلام ليش اصلا اتغارون من احلام اذا كان صوتها حلو ندرب علشان يكون صوتنا حلو وذا كنت تحسدونها على اموالها تذكرو يا اخواتي و اخواني ان الغناء بالمال لا ياسوي الغناء بالقلب ان كان قلبك غنيا بالايمان اصبحة تشع بايمانك والله اني يا احلام احبك وانا اعلم ان قلبكي رائع وصوتك رائع لكن انا ما احب الاغاني و المسيقى ونصيحه للمغنيات انكم ما تسو عمليات تجميل لان الجمال لا يكون بالوجه او اجسم و غيرها الجمال الحقيقي هو القلب ان كان قلبك غنيا اصبحة غنيا بالايمان 
وسلام عليكم","Honestly, I am not jealous of Ahlam. Why are you even jealous of Ahlam? If her voice is sweet, we train so that our voice is sweet. If you envy her for her money, remember, my sisters and brothers, that singing with money is not equal to singing with the heart. And I know that your heart is wonderful and your voice is wonderful, but I do not like songs and music, and my advice to female singers is that you do not undergo plastic surgery, because beauty is not in the face or body and other than that. True beauty is in the heart. If your heart is rich, it becomes rich in faith.
Peace be upon you",None,0,Arab
انتي صوتك مراه يعني الله يغسلك ما بين النسوان حافظه القران وبصلي صدقتك عبد الباسط ليش ما بتحجبي وكيلو مكياج وبظلط  وبا,"You are a woman’s voice, I mean, may God wash you among the women who have memorized the Qur’an, and I pray I believed you, Abdul Basit, why don’t you veil yourself and a kilo of makeup and shadows?",None,0,Arab
يبغون الشهرة  بمجرد ذكر احلام,They want fame just by mentioning dreams,None,0,Arab
ياااااشيخه اتقى ربك,"O Sheikh, fear your Lord",None,0,Arab
انا بحبك يا احلام بحببببببكككككككك,"I love you, my dreams, I love you",None,0,Arab
أحلام طيبة جداا,Very good dreams,None,0,Arab
روحو شوفو فضائح الفنانات المصريات والسوريات ..ليش مخلين بالكم مع احﻻم  على اﻻقل هي فنانة غير خليعة وشريفة ليش متكتبون عن سخافة وخﻻعة ميريام فارس مثﻻ..احﻻم اشرف فنانة,"Go and see the scandals of Egyptian and Syrian actresses..Why do you care about Ahlam, at least she is a non-pornographic and honorable artist? Why do you write about the absurdity and immorality of Myriam Fares, for example..Ahlam Ashraf is an artist",None,0,Arab
,,None,0,Arab
ههههههههه,Hahahahaha,None,0,Arab
"Arab idol من دون الفنانه والملكه احلام بالموسم الرابع رح يكون مو حلو 
وحتكون اللجنه ناقصه بدونها","Arab idol Without the artist and queen Ahlam, the fourth season would not be sweet
And the committee would be incomplete without it",None,0,Arab
لعما  شو بايخا  شو عرفك بلجنا,Lma Shaw Baikh Shaw Arfak Baljna,None,0,Arab
جيبولها كنتاكي لا تكوم تاكلنه ولا تزعلين عدمه بيزه تريدين🍕🍕🍕🍕😆,"Bring her KFC, don't eat it, and don't be upset if you don't want it 🍕🍕🍕🍕😆",None,0,Arab
العما شقد بكرهك,Uncle hate you,None,0,Arab
احبك يا نانسي عجرم احبك موووت😘,"I love you, Nancy Ajram, I love you so much 😘",None,0,Arab
احلام ما خلت ولا نجم بحاله,"Dreams have not passed, nor a star in his condition",None,0,Arab
احلام فنانه طيبه ولاكن دائما تنتقد الناس ولهذا السبب تخلي الناس يكرهونها,"Ahlam is a good artist, but she always criticizes people, and that is why she makes people hate her",None,0,Arab
عود هية ليش مكروهة اريد افتهم احد يكلي,"Come back, why is it hated? I want to understand someone who tells me",None,0,Arab
"اللهم ثبتنا يوم تزل الاقدام خريجه شريعه وحافظه القران
يامقلب القلوب ثبت قلبي على دينك","Oh God, make us firm on the day when feet slip, a graduate of the law and a memorizer of the Qur’an
heart mold set my heart on your religion",None,0,Arab
الحمد لله ربي كرمنا بالعقل,"Praise be to God, my Lord, who has honored us with reason",None,0,Arab
احلام,dreams,None,0,Arab
