Comment,Translated_Comment,Category,Hate Speech,Geography
दाऊद इब्राहिम और उसकी पत्नि की कोरोना संक्रमण से मौत,Dawood Ibrahim and his wife died of corona infection,fake,1,India
"मोदी जी ने कोई ऐसा काम नहीं किया जिससे कुर्सी बची रहे.. 

 लेकिन हर वो काम किया और कर रहे है जिससे देश बचा रहे..
‼🚩जय श्री राम🚩‼","Modi ji did not do any such work that he could retain the chair.

 But he has done and is doing every work to save the country.
‼🚩Jai Shri Ram‼",hate,1,India
"#Lucknow ट्रक की टक्कर से 2 लोग घायल, महिला की मौत,2 युवक गंभीर घायल, घायलों को ट्रामा सेंटर में कराया भर्ती, ट्रक चालक को स्थानीय लोगों ने पकड़ा, ट्रक चालक को पुलिस के हवाले किया, मड़ियांव के छठामील सीतापुर रोड की घटना। @lkopolice @LkoCp #HappyTeachersDay #policemedianews","#Lucknow 2 people injured in truck collision, woman dead, 2 youths seriously injured, injured admitted to trauma center, truck driver caught by local people, truck driver handed over to police, Madianv's Chhathmile Sitapur Road incident . @lkopolice @LkoCp #HappyTeachersDay #policemedianews",non-hostile,0,India
@Dr_Uditraj @INCIndia मोदी देशद्रोही चोर की औलाद चीन के  हाथों देश बेच देगी यह चोर लुटेरा अंग्रेज की नाजायज संतान,"@Dr_Uditraj @INCIndia Modi, son of traitor thief, will sell the country to China, this thief, robber, illegitimate child of British","defamation,hate,offensive",1,India
"@ishiviparihar @Baklol801 सुन कमीनी तेरे से अच्छी हिंदी, ओर इंग्लिश आती है, ओर अपनी औकात में रह के बोल, तेरे को कुछ बोली नही हूं मैं, अगर बीच मे आयी तो बीच मे से ही फाड़ दूंगी, 
ओर लिखने की बात है तो कीबोर्ड से ऑटोटायपिंग भी होता है, इसलिये अपनी अम्मा को बोल जो बोलना है .. निकल ... 😠😡","@ishiviparihar @Baklol801 Listen, bastard, you know Hindi and English better than you, and speak within your limits, I have not spoken anything to you, if I come in between, I will tear you apart.
And when it comes to writing, autotyping is also done from the keyboard, so tell your Amma whatever you want to say.. Nikal... 😠😡","hate,offensive",1,India
"BMC की अपील: अगले सात दिनों तक गरम पानी का सेवन करें
",BMC's appeal: Drink hot water for the next seven days,fake,1,India
"""मैं कोई विरासत नहीं छोड़ना चाहता क्योंकि यह लोकतंत्र है। लोकतंत्र एक समूह है जो मैं इस समूह का हिस्सा हूं। मैं इस समूह में भूल जाऊंगा। हवा में घुल जाऊंगा। मैं लोगों के बीच रहना चाहूंगा, मैं कोई विरासत नहीं छोडूंगा।""

~प्रणब मुखर्जी

#bharatRatna 
#PranabMukherjee","""I don't want to leave any legacy because this is a democracy. Democracy is a group I am a part of this group. I will be forgotten in this group. I will dissolve in the air. I would like to live among the people, I will not leave any legacy.""

~ Pranab Mukherjee

#BharatRatna
#PranabMukherjee",non-hostile,0,India
"मुकेश सहनी ने CM नीतीश कुमार को दी चुनौती, कहा- केजरीवाल की तरह काम के नाम पर लड़ के दिखाएं चुनाव

#BiharElections2020

https://t.co/9INcn90PQC","Mukesh Sahni challenged CM Nitish Kumar, said- fight elections in the name of work like Kejriwal

#BiharElections2020

https://t.co/9INcn90PQC",non-hostile,0,India
"हर रोज जान देनी पड़ती हैं, 
सीमा पर पहरेदारों को, 

तब भी घर में बैठे-बैठे डर लगता है... 
देश के गद्दारों को..🤔😡","You have to die everyday
to the guards on the border,

Even then I feel scared while sitting at home.
To the traitors of the country..🤔😡",offensive,1,India
@AMISHDEVGAN कुत्ते के....... पी?? तू बीजेपी जॉइन कर ले क्यों पत्रकारिता को कलंकित कर रहा है।,"@AMISHDEVGAN Dog's...... P?? You join BJP, why are you tarnishing journalism.",offensive,1,India
"पटना: लालू, तेजस्वी को एक और झटका, तेघड़ा राजद MLA विरेंद्र कुमार JDU में शामिल
#Patna #BiharAssemblyElections2020 #RJD #JDU #VirendraKumar

https://t.co/ktYYfmZjTd","Patna: Another blow to Lalu, Tejashwi, Teghra RJD MLA Virendra Kumar joins JDU
#Patna #BiharAssemblyElections2020 #RJD #JDU #VirendraKumar

https://t.co/ktYYfmZjTd",non-hostile,0,India
कश्मीर के लोगों पर हो रहे ज़ुल्म के खिलाफ आवाज उठाइए।,Raise your voice against the atrocities on the people of Kashmir.,hate,1,India
स्‍वास्‍थ्‍य मंत्रालय ने कोविड-19 के मद्देनजर चार राज्‍यों में उच्‍च स्‍तरीय केन्‍द्रीय दल नियुक्‍त करने का निर्णय लिया https://t.co/1kOjm4LLoo,Health Ministry decides to appoint high level central teams in four states in view of COVID-19 https://t.co/1kOjm4LLoo,non-hostile,0,India
"गाज़ियाबाद अस्पताल में मरकज के मरीज नर्स के सामने नंगा होकर घूमने, गाली देने पर पुलिस ने बनाये परमानेंट टैटू, नंग प्रदर्शन करने वाले मोहम्मद मुस्तफा, मोहम्मद गुलरेज,शोएब और मजीद पर NSA भी लगा है #इस्लाम_मुक्त_भारत, #इस्लामिकआतंकवाद, #तबलीगी_नहीं_तालिबानी_जमात_है","Police made permanent tattoos for abusing and walking naked in front of Markaz's patient nurse in Ghaziabad hospital, NSA has also been imposed on Mohammad Mustafa, Mohammad Gulrez, Shoaib and Majeed who performed naked","fake,hate",1,India
"बिहार: 50 साल से ज्यादा उम्र के पुलिसकर्मियों के काम की होगी समीक्षा, पुलिस एसोसिएशन ने जताई नाराजगी

#Bihar #BiharPolice #nitishKumar

https://t.co/iZzCyNhv6x","Bihar: The work of policemen above 50 years of age will be reviewed, the police association expressed displeasure

#Bihar #BiharPolice #nitishKumar

https://t.co/iZzCyNhv6x",non-hostile,0,India
"हमारे हिन्दू जाट भाईओ पर बोला गहलोत देख लो।। और वोट दो जाट भाईओ ये साले किसी के सगे नही है ।

","See Gehlot said on our Hindu Jat brothers. Vote more Jat brothers, this rascal is not anyone's relative.","fake,offensive",1,India
"RT @mamta_meena1: लोगों को #जय_जोहार शब्द से क्यों मिर्ची लग रही है जबकि ये एक सम्बोधन शब्द है 
सब मिलकर #जय_जोहार बोलिए
#जय_जोहार","RT @mamta_meena1: Why are people getting chills with the word #Jai_Johar when it is an address?
Everyone say #Jai_Johar together
#जय_जोहार",hate,1,India
@RubikaLiyaquat ये कमीनी जिस दिन मरेगी उस दिन full पार्टी,@RubikaLiyaquat Full party on the day this bastard dies,hate,1,India
"#JNU में हुई #तोड़फोड़ के बाद #गर्ल्स हॉस्टल में #बिखरा हुआ #सामान #धन्य हैं यहां की स्टूडेंट। बहुत दुख हुआ इन लोगों की बुक्स देखकर सब फट गई है।

","After the #vandalism in #JNU, the #stuff #scattered in the #girls hostel are #blessed, the students here. It is very sad to see the books of these people, everything has been torn apart.",fake,1,India
"दोस्तों मैंने इस्तीफा देकर सही किया ना?
अगर हां तो रिट्वीट करें ,वरना लाइक करें। pic.twitter.com/6bdeyDTfHz","Friends, did I do the right thing by resigning?
Retweet if yes, otherwise like. pic.twitter.com/6bdeyDTfHz",fake,1,India
"#ReportForSSR | शिवसेना नेता संजय राउत के हाथों से सबकुछ निकल गया है क्या?: भाजपा महाराष्ट्र प्रवक्ता श्वेता शालिनी ने राजनीतिक विश्लेषक अजय अरोड़ा से पूछा

देखिए 'पूछता है भारत' अर्नब के साथ रिपब्लिक भारत पर LIVE : https://t.co/SDGVEbtJgs https://t.co/21BdPG36fw","#ReportForSSR | Has everything gone out of Shiv Sena leader Sanjay Raut's hands?: BJP Maharashtra spokesperson Shweta Shalini asks political analyst Ajay Arora

Watch 'Puchta Hai Bharat' with Arnab LIVE on Republic India: https://t.co/SDGVEbtJgs https://t.co/21BdPG36fw",non-hostile,0,India
"सूर्योदय के प्रान्त' में विकास और समृद्धि का उजियारा फैला रहे ऊर्जावान व लोकप्रिय मुख्यमंत्री श्री @PemaKhanduBJP जी को जन्मदिन की अनंत शुभकामनाएं!

प्रभु श्री राम का आशीष आप पर सदैव बना रहे।

आपके नेतृत्व में अरुणाचल प्रदेश रोज विकास के नए मानक स्थापित करे।","Happy Birthday to the dynamic and popular Chief Minister Shri @PemaKhanduBJP who is spreading the light of development and prosperity in the 'Province of Sunrise'!

May the blessings of Lord Shri Ram always be with you.

Under your leadership, Arunachal Pradesh should set new standards of development everyday.",non-hostile,0,India
"राम मंदिर का निर्माण शुरू हुआ तो आत्महत्या कर लूंगा - कपिल सिबल' | 'सावधान 5 अगस्त को कपिल सिबल आत्महत्या कर सकते हैं |
","If the construction of Ram temple starts, I will commit suicide - Kapil Sibal. 'Caution Kapil Sibal may commit suicide on 5th August.",fake,1,India
"एक मंदिर के तोरण (archway) पर लिखा यह संदेश: ""यह तीर्थ हिन्दुओं का पवित्र स्थल है शूद्र मुसलमान का प्रवेश वर्जित है

","This message is written on the archway of a temple: ""This pilgrimage is a holy place for Hindus. Shudra Muslims are not allowed to enter.",fake,1,India
"मुख्यमंत्री जी ने कहा कि इन तीनों श्रेणियों के उद्यमियों से संवाद स्थापित करके उद्योग बन्धु के माध्यम से इनकी समस्याओं का समाधान किया जाए: ACS, गृह व सूचना, श्री @AwasthiAwanishK जी","The Chief Minister said that by establishing dialogue with these three categories of entrepreneurs, their problems should be resolved through Udyog Bandhu: ACS, Home and Information, Mr. @AwasthiAwanishK",non-hostile,0,India
"@KanganaTeam  के खिलाफ शिवसेना नेताओ द्वारा कहे गए अपशब्दों पर कड़ा संज्ञान लेते हुए @NCWIndia चैयरपरसन @sharmarekha  ने शिवसेना नेताओ के खिलाफ पुलिस कार्यवाही करने  के लिए   मुम्बई पुलिस को लिखा है    धन्यवाद बहन जी🙏
@_jay_shankar 
@arunbajpairajan https://t.co/eBEYjNmern","Taking strong note of the abuses uttered by Shiv Sena leaders against @KanganaTeam, @NCWIndia Chairperson @sharmarekha has written to Mumbai Police to take police action against Shiv Sena leaders Thank you sister🙏
@_jay_shankar
@arunbajpairajan https://t.co/eBEYjNmern",non-hostile,0,India
"#Kushinagar - पुलिस के सामने भीड़ ने आरोपी हत्यारे को पीट-पीटकर मार डाला| ABPGanga  
https://t.co/T4VCUfk93N","#Kushinagar - Accused murderer was beaten to death by a mob in front of the police. ABPGanga
https://t.co/T4VCUfk93N",non-hostile,0,India
"INDvNZ: सौरव गांगुली बोले- धोनी को सातवें नंबर पर भेजना गलती
#SauravGanguly 
https://t.co/UZY9K90paQ https://t.co/XI4neT8fy8","INDvNZ: Sourav Ganguly said – sending Dhoni at number seven was a mistake
#SauravGanguly
https://t.co/UZY9K90paQ https://t.co/XI4neT8fy8",non-hostile,0,India
चीन से जारी तनाव पर विपक्षी दलों के साथ बंद दरवाजे के पीछे बैठक कर सकती है सरकार देश को आग में झोंक कर दरवाजे बंद में बैठक विपक्षी को  हिस्सा नहीं लेनी चाहिए जिसने किया है वह भरेगा,Government may hold closed door meeting with opposition parties on ongoing tension from China,hate,1,India
"#Top100 में देखिए आज सुबह की सभी खबरें
#Morningnews https://t.co/YgFW7sMplS","Watch all the news of this morning in #Top100
#Morningnews https://t.co/YgFW7sMplS",non-hostile,0,India
"राहुल गांधी को PM पद का उम्मीदवार बनाते ही मोदी जी की आधी जीत तय हो जाती है, सिर्फ दिल का साफ होना राजनीति के लिए काफी नहीं, भाषण की कला भी अच्छी होनी चाहिए, मोदी जी के झूठ के बावजूद लोग उन्हें पसंद करते हैं.

कॉंग्रेस के लिए PM और अध्यक्ष पद पर Non-Gandhi एकमात्र विकल्प है.","Half of Modi's victory is decided as soon as Rahul Gandhi is made the candidate for the post of PM, only purity of heart is not enough for politics, the art of speech should also be good, despite the lies of Modi ji, people like him.

Non-Gandhi is the only option for the post of PM and President for Congress.","fake,hate,offensive",1,India
"वैक्सीन बनने तक ज्यादा टेस्टिंग सबसे बड़ा हथियार: मुख्यमंत्री श्री @myogiadityanath जी

मुख्यमंत्री जी ने कहा, निकट भविष्य में तीन बीएसएल-3 लैब मेडिकल कॉलेज शाहजहांपुर, जीआईएमएस, ग्रेटर नोएडा व एसएसपीएच, नोएडा में स्थापित होंगी। https://t.co/Nk5UnqaZ4I","More testing is the biggest weapon till the vaccine is made: Chief Minister Mr. @myogiadityanath

The Chief Minister said, in the near future, three BSL-3 labs will be established in Medical College Shahjahanpur, GIMS, Greater Noida and SSPH, Noida. https://t.co/Nk5UnqaZ4I",non-hostile,0,India
"मुंबईः खुले मेनहोल्स की शक्ल में मौजूद हैं BMC की लापरवाही के नमूने, बन रहे हैं जानलेवा

https://t.co/hxMafg1inZ

(रिपोर्ट @jitendradixit ) https://t.co/uuvNiRtOUT","Mumbai: Samples of BMC's negligence are present in the form of open manholes, becoming fatal

https://t.co/hxMafg1inZ

(Reported by @jitendradixit) https://t.co/uuvNiRtOUT",non-hostile,0,India
"मुस्लिम पढ़ -लिखकर सरकारी नौकरी में जाएं तो  बीजेपी समर्थित सुदर्शन TV साजिश बता रहा है। न पढ़े या मदरसा में पढ़ें तो कहें कि आतंकवादी तैयार हो रहे हैं। आखिर मुस्लिम क्या करें? 
@INCIndia 
@RahulGandhi","BJP-backed Sudarshan TV is telling a conspiracy if Muslims go to government jobs after being educated. If you don't study or study in Madrasa then say that terrorists are getting ready. What should Muslims do after all?
@INCIndia
@RahulGandhi",non-hostile,0,India
जरूरी सामान की दुकानें (मेडिकल को छोड़कर) सुबह 9 से शाम 5 बजे तक ही खुलेंगी।,Shops of essential goods (except medical) will open only from 9 am to 5 pm.,fake,1,India
"@advneerajtpbh: बंगाल के डायन के ग्रास हैं ये बेचारे,

मास्टर साहब और उनका परिवार","@advneerajtpbh: These poor people are prey to the witch of Bengal.

master and his family",defamation,1,India
"अभिनेत्री कंगना रनौत को मिली वाई श्रेणी की सुरक्षा 
#KanganaRanaut @KanganaTeam @rautsanjay61
https://t.co/GSLGguE6cf","Actress Kangana Ranaut gets Y category security
#KanganaRanaut @KanganaTeam @rautsanjay61
https://t.co/GSLGguE6cf",non-hostile,0,India
"आजादी की लड़ाई के दौरान चचा का गला दबाकर उन्हें यातनाएं देने की कोशिस करती अंग्रेज महिला...
बाद में चचा ने धोबी पछाड़ मार इस महिला से पूरी रात जंग लड़के बदला लिया...
चचा निर्भीक थे, देश के लिए जुझारू होकर लड़ते थे... देश चचा को याद रखेगा...
#jnu_protest","British woman trying to torture her uncle by strangulation during the freedom struggle...
Later the uncle beat the washerman and took revenge from this woman for the whole night.
Chacha was fearless, he used to fight for the country with great enthusiasm... The country will remember Chacha...
#jnu_protest","defamation,hate,offensive",1,India
"जिस राज्य में 40 लाख प्रवासी जन आए हों, वहां कोरोना संक्रमण की स्थिति अन्य सम्पन्न राज्यों की तुलना में नियंत्रित है।

हमने अपने एक-एक नागरिक की सुरक्षा सुनिश्चित की है। 

यह सब इसलिए संभव हो सका क्योंकि यहां एक टीम काम कर रही थी।

कोरोना वॉरियर्स को नमन! https://t.co/WgqoyfBwGN","In the state where 40 lakh migrants have come, the condition of corona infection is controlled in comparison to other prosperous states.

We have ensured the safety of each and every one of our citizens.

All this was possible because of a team working here.

Tribute to Corona Warriors! https://t.co/WgqoyfBwGN",non-hostile,0,India
"क्या इस महीने फिर बढ़ गए रसोई गैस सिलिंडर के दाम? जानिए कितनी हुई कीमत
#LPG #cylinder #IOC #gascylinder #cylinderprice 
https://t.co/aDSMPV1rk0","Has the price of LPG cylinder increased again this month? know how much it cost
#LPG #cylinder #IOC #gascylinder #cylinderprice
https://t.co/aDSMPV1rk0",non-hostile,0,India
बिहार में दिखावे के लिए समय समय पर पलटू राम और फेंकूँ राम नूरा कुश्ती लड़ते है फिर चुनाव के बाद एक होकर भ्रष्टाचार करते है।,"In Bihar, from time to time, Paltu Ram and Fenkoon Ram, Nura wrestle for show off, then unite and commit corruption after the elections.",defamation,1,India
"क्या चंद्रयान 2 की असफलता के लिए कांग्रेस ज़िम्मेदार?

",Is Congress responsible for the failure of Chandrayaan 2?,fake,1,India
यह देखिए यह आतंकवादी मुंबई में एक रेलवे प्लेटफार्म पर खुलकर पाकिस्तान जिंदाबाद के नारे लगा रहे हैं और आतंकी जिहादी अबू आजमी जो मुंबई बम ब्लास्ट में भी पकड़ा गया था लेकिन जिहादी कांग्रेस के कारण है बचकर साफ निकल गया आखिर इन आतंकियों को हिंदुस्तान में कब तक बर्दाश्त किया जाएगा,See these terrorists are openly shouting slogans of Pakistan Zindabad on a railway platform in Mumbai and terrorist Jihadi Abu Azmi who was also caught in Mumbai bomb blast but Jihadi is because of Congress got away clean after all how long will these terrorists stay in India will be tolerated,hate,1,India
"देखो मुंबई में अभी से पाकिस्तान जिंदाबाद के नारे लगने लगे।
तुम सोए रहो हिन्दुओं। 
@Shekhar_Chahal_","See, slogans of Pakistan Zindabad have started being raised in Mumbai from now itself.
You keep sleeping Hindus.
@Shekhar_Chahal_","defamation,hate",1,India
"गुरुदेव उझानी नवीन मंडी स्थल
में भी नलकूप और किसानों को पीने के पानी की समुचित व्यवस्था करा दीजिए
बो कमीनी नगरपालिका बाली समाजवादी है इसीलिए कुछ नही करती
@shalabhmani @AwasthiAwanishK @CMOfficeUP @dm_budaun @myogiadityanath @MarodiaSaurabh @sanjayraiupbjp @kvsingh012 https://t.co/oc9brTzA7t","Gurudev Ujhani New Market Site
Make proper arrangements for tube wells and drinking water for the farmers.
Bo kamini municipality is bali socialist that's why they don't do anything
@shalabhmani @AwasthiAwanishK @CMOfficeUP @dm_budaun @myogiadityanath @MarodiaSaurabh @sanjayraiupbjp @kvsingh012 https://t.co/oc9brTzA7t","defamation,offensive",1,India
"#Hardoi संदिग्ध हालत में युवक का शव मिला, पेड़ से लटकता मिला युवक का शव, परिजनों ने जताई हत्या की आशंका, पुलिस ने शव पोस्टमार्टम के लिए भेजा, बेनीगंज कोतवाली के जरौवा का मामला। @hardoipolice @Uppolice #देश_बेहाल_तब्लीगी_जिम्मेदार #policemedianews","#Hardoi Youth's body was found in suspicious condition, youth's body was found hanging from a tree, relatives expressed fear of murder, police sent the body for postmortem, case of Beniganj Kotwali's Jarauwa. @hardoipolice @Uppolice",non-hostile,0,India
"सोशल मीडिया पर वायरल हो रहे एक वीडियो के साथ दावा किया जा रहा है कि अशोक तनेजा नाम के एक बीजेपी नेता को अपनी ही बेटी से बलात्कार करने के मामले में गिरफ्तार किया गया है. क्या है सच, सुनिए इस फैक्ट चेक पॉडकास्ट में. #FactCheck 

➡️https://t.co/QGfPgIiHVb https://t.co/P0tJMSnvDF","A video is going viral on social media with the claim that a BJP leader named Ashok Taneja has been arrested for raping his own daughter. What is the truth, listen in this fact check podcast. #FactCheck

➡️https://t.co/QGfPgIiHVb https://t.co/P0tJMSnvDF",non-hostile,0,India
"#RheaChakraborty को नहीं जानते थे संदीप सिंह, कहा- #SushantSinghRajput ने मेरे सामने कभी ड्रग्स नहीं लिए

https://t.co/V3YBteYp4V https://t.co/vTd2Rrdy6S","Sandeep Singh did not know RheaChakraborty, said- #SushantSinghRajput never took drugs in front of me

https://t.co/V3YBteYp4V https://t.co/vTd2Rrdy6S",non-hostile,0,India
@KanganaTeam नोसो चूहे खाकर कुतिया हज को चली।,@KanganaTeam the bitch went to Haj after eating Noso rats.,"defamation,fake,hate,offensive",1,India
"भारतीय सेना ने उखाड़ फेंके चीन के जासूसी उपकरण, चुशूल के ब्लैक टॉप की कहानी
https://t.co/7JsX7LmfCI  

#PangongLake #IndiaChinaFaceOff","Indian Army uprooted China's spy equipment, the story of Chushul's black top
https://t.co/7JsX7LmfCI

#PangongLake #IndiaChinaFaceOff",non-hostile,0,India
"अमर सिंह के निधन से खाली हुई राज्यसभा सीट के लिए बीजेपी के दो नेताओं ने नामांकन भरा है 
#HindiNews
https://t.co/t4awbzQKUY","Two BJP leaders have filed nominations for the Rajya Sabha seat vacated by Amar Singh's death.
#HindiNews
https://t.co/t4awbzQKUY",non-hostile,0,India
"देश की रक्षा करते हुए प्राणों की आहुति देने वाले श्री प्रशान्त शर्मा जी के परिजनों के प्रति मेरी संवेदनाएं।

@UPGovt शहीद के परिजनों को ₹50 लाख की आर्थिक सहायता तथा एक सदस्य को सरकारी नौकरी प्रदान करेगी।

जनपद मुजफ्फरनगर की एक सड़क का नामकरण शहीद प्रशान्त जी की स्मृति में होगा।","My condolences to the family members of Shri Prashant Sharma who sacrificed his life while protecting the country.

@UPGovt will provide financial assistance of ₹ 50 lakh to the family of the martyr and a government job to one member.

A road in district Muzaffarnagar will be named in memory of Shaheed Prashant.",non-hostile,0,India
"अमेजन जल्द आपके घर पर ड्रोन के जरिए सामान डिलीवरी करेगी.
#HindiNews 
https://t.co/DnPu10Jc0a","Amazon will soon deliver goods to your home through drones.
#HindiNews
https://t.co/DnPu10Jc0a",non-hostile,0,India
"देश मे 43 केंद्र सरकार के विश्व विद्यालय हैं। बीजेपी/आरएसएस की मेहरवानी से एक भी दलित कुलपति नही है &amp; जो दलित टीचर इनके गुलाम नही हैं उनको निशाना बनाया जा रहा है जैसे डॉ ऋतु सिंह को दौलत राम कॉलेज में।
@PMO_NaMo
@UnivofDelhi 
@DrRPNishank 
@JPNadda 
@AmitShah 
@INCIndia","There are 43 central government universities in the country. There is not a single Dalit Vice Chancellor by the grace of BJP/RSS &amp; Dalit teachers who are not their slaves are being targeted like Dr. Ritu Singh in Daulat Ram College.
@PMO_NaMo
@UnivofDelhi
@DrRPNishank
@JPNadda
@AmitShah
@INCIndia",non-hostile,0,India
"RT @_Pb_swain_: देश में भाईचारा नहीं बचा है : सैफ अली खान 

अब हमने ""चारा"" बनाना छोड़ दिया है और ""भाई"" तो तुम अपनी बहन के भी नहीं होते😂","RT @_Pb_swain_: There is no brotherhood left in the country: Saif Ali Khan

Now we have stopped making ""fodder"" and you are not even your sister's brother.",defamation,1,India
"फारुख अब्दुल्ला ने अपना कागज खोज लिया.
""मैं मुस्लिम नहीं, कश्मीरी पंडित हूं..!!"" 
----फारूक अब्दुल्ला 😁😀😂
धीरे धीरे इसी तरह सब अपने कागज दिखाएंगे...😜😜","Farooq Abdullah found his paper.
""I am not a Muslim, I am a Kashmiri Pandit..!""
---- Farooq Abdullah 😁😀😂
Slowly everyone will show their paper like this...😜😜",hate,1,India
@KanganaTeam @Sanjay__baroda पीओके में बनी आतंकी के बनकर पर सर्जिकल स्ट्राइक बीएमसी ने कर दी,@KanganaTeam @Sanjay__baroda BMC did surgical strike on terrorist posing as POK,"defamation,hate,offensive",1,India
"MP अपने अधिकार के लिए नही बोल सकते तो जनता के लिए क्या करेंगे? सांसदों को मोदी जी से पूछना चाहिए कि 8000 करोड़ की नई जहाज अपने ठाट के लिए क्यों खरीद रहे हैं?वर्तमान व्यवस्था पर्याप्त है। MPLAD दो साल के लिए काट दिया जो इतनी ही राशि का है। इससे जनता की भलाई होता है।
@INCIndia","If MP cannot speak for his rights then what will he do for the public? MPs should ask Modi ji why he is buying new ships worth 8000 crores for his thaat? The present system is sufficient. MPLAD cut for two years which is of the same amount. This is good for the public.
@INCIndia",non-hostile,0,India
आरएसएस के मुख्यालय (नागपुर) के सामने क्रिकेट विश्वकप में इंग्लैंड की जीत का जश्न मना रहे हैं |,Celebrating England's victory in Cricket World Cup in front of RSS Headquarters (Nagpur).,fake,1,India
"दिल्ली की बैंक्वेट हॉल्स एसोसिएशन ने मा. मुख्यमंत्री श्री @Arvindkejriwal से मिलकर दिल्ली में बैंक्वेट हॉल्स खोलने के लिए दिल्ली सरकार को धन्यवाद दिया। 

मा. मुख्यमंत्री जी ने कहा कि 'दिल्ली में कोरोना को नियंत्रित करने में हमारे बैंक्वेट हॉल्स भी दिल्ली मॉडल का अहम हिस्सा हैं' https://t.co/sXm0Q0ipeK","Banquet Halls Association of Delhi Hon. Met CM Shri @Arvindkejriwal and thanked Delhi Govt for opening banquet halls in Delhi.

mother. The Chief Minister said that 'our banquet halls are also an important part of the Delhi model in controlling Corona in Delhi' https://t.co/sXm0Q0ipeK",non-hostile,0,India
"ग़ज़ब शाहो भाई

कुछ भैंसियो और उनके चमचों को थोड़ी समझ आएगा
😂😂जो बिग बॉस का नंगा नाच देखती हैं 😂 😂","awesome shaho bhai

Some buffaloes and their spoons will understand a little
😂😂 Those who watch the orgy of Bigg Boss 😂 😂",defamation,1,India
आशा है कि आप सहमत होंगे । https://t.co/xTfd2JaQaZ,Hope you will agree. https://t.co/xTfd2JaQaZ,non-hostile,0,India
