Comment,Translated_Comment,Category,Hate Speech,Geography
ক্রিকেট মনে হয় ওনার বাবার সম্পত্তি হালার ফু,Cricket seems to be his father's property,sports,1,Bangladesh
বিসিবির সবকটাই চোরমাদারচোদ,All of BCB is chormotherchod,sports,1,Bangladesh
কুকুরের চাচ্চা তদেক কি হয়চে নবীকে গারি দিয়াচে তদেক কিচু হয়নি। আর সাদারন একটা মানুষকে গারিদিয়েচে তদেল এত মাতা বেতা বেরে গেছে।,Nothing happened until the dog's uncle threw the Prophet. And so many mothers have gone out to drive a man.,sports,1,Bangladesh
মুসফিক চেডের বাল আমার,Musfiq Ched's Bal is mine,sports,1,Bangladesh
পাপন কে খেলব?কি বলেন আমি কিন্তু হেকার যে ছাইলে পাপনকে মাগির দলাল বানানো কোন বেপারনা,"Who will play Papon? What do you say? But if he is a hacker, it is impossible to make Papon a magician's broker.",sports,1,Bangladesh
সব মানুষ আপন হয় না জেমন পাপন আপন হইতে পারে না শালা হারামির বাচ্চা,All people are not own like papan can not be own child of Shala Harami,sports,1,Bangladesh
শালায় আমার একটা পছন্দের প্লেয়ার ছিল কিন্তু রাস্তার কুকুরের চেয়েও খারাপ চরিত্রহীন একটা,I had a favorite player in Shala but a character worse than a street dog,sports,1,Bangladesh
এগোলি ছাগল,Agoli Goat,sports,1,Bangladesh
তাসকিন কে আমি অনেক পছন্দ করতাম কিন্তু সে যে একটা মাদারি চুদ সেটা আগে জানতাম না। এই তাপ্পর গুলো তাসকিন কে মারার উচিত ছিল??????,I liked Taskin a lot but I didn't know that he was a motherfucker. Who should have hit Taskin with these slaps??????,sports,1,Bangladesh
এ হালার ঘরের হালা,This hall is the hall of the house,sports,1,Bangladesh
এ আগেই তো জানতো তারমানে পিকসিং করছে পাপন মাদার সুদ,"Before this, he already knew that Papan Mother Sood was picking",sports,1,Bangladesh
সব ঠিক আছে হিজড়ার কাছে বাচ্চা চাওয়াটা ঠিক নেই,It's okay to ask a transgender to have a baby,sports,1,Bangladesh
পাপনের পদত্যক চাই শালায় চোর,Thieves want to follow Papon,sports,1,Bangladesh
ডিসিপির শালা অন্তরে জুতা মারা উচিত্,DCP's Shala should be kicked in the gut,sports,1,Bangladesh
জারে হালারফুত পাপনতুই বেশি দিন এই জাইগায় তাকতে পারবি নালাখ লাখ মানুষের অভিসাপ দেয়া আছে তর উপর।।সালা ফহিন্নির ফুত।।।,Jare Halarfut Papantui I can't watch this place for a long time. The curse of millions of people has been placed on you.,sports,1,Bangladesh
দর্শক ছিড়া জুতা মারে নাই তো দর্শক ভালো খারাপ মন্তব্য করতে পারে এতে দোষের কিছু নেই আমার মনে হয় মুশফিক গাঁজা একটু বেশি খায়ছে !!,"If the audience does not tear the shoes, then the audience can make good or bad comments, there is nothing wrong with it. I think Mushfiq is taking a little too much ganja!!",sports,1,Bangladesh
পাপন কুত্তার বাচ্চা এই ভিডিও টা দেখছে কি???,Is papan kutta's baby watching this video???,sports,1,Bangladesh
সাকিব না খেললে বিসিবির খানকির পোলারা খেলবে,BCB's Khankir Polara will play if Shakib doesn't play,sports,1,Bangladesh
পাপ্পুর গালে জুতা মারে তালে তালে।।বেসসার পুলা?,Pappu's cheek slapping shoes.. Bessar Pula?,sports,1,Bangladesh
বাল জানেন,Baal knows,sports,1,Bangladesh
রুবেল ১নং বাইনচোদ,Ruble No. 1 Binchod,sports,1,Bangladesh
পাপন একটা জুয়ারি জদি সাকিব কে ভাত দেয়া হয় তাহলে জিবনে কোনো দিন জদি সুজক পাই পাপনেরে দুই টা জুতার বারি দিমু,"If a gambler is given rice to Shakib, then some day in his life I will get sujak and give him two pairs of shoes.",sports,1,Bangladesh
সালার পুতেরা আর খেলা পাইলো না মারা মারি খেলে।,Salar's sons did not get to play anymore.,sports,1,Bangladesh
সালা গাজা খুর,Sala Gaza hoof,sports,1,Bangladesh
গাজা খাইচছ মাগির পোলা।,Gaza Khaichach Magir Pola.,sports,1,Bangladesh
চামচাটা নিজেকে নিজে অনেক কিছুই মনে করতেছে।সালা বাবাখুর,The spoon is thinking a lot about itself. Sala Babakhur,sports,1,Bangladesh
কুত্তা বাচ্চা এই রকম নিউজ দিস জম্মের থিক নাই।,This kind of news is not enough for the dog.,sports,1,Bangladesh
পাপনের মুখটা দেখুন নিজের গদি ধরে কখন জানি টান মারে সেই টেনশন ধরে গেছে শালা গাঁজা খুরি কথা বার্তা তুই আগে পদত্যাগ কর দেখ নতুন কেউ আসলে কি ভাবে চালায়,"Look at Papon's face, hold your mattress and pull the tension.",sports,1,Bangladesh
"মাদারচুদ <br />শালা ভিক্ষারীর বাচ্চা<a href=""http://www.youtube.com/results?search_query=%23admin"">#admin</a>","Motherchud <br />Shala Beggar's Child<a href=""http://www.youtube.com/results?search_query=%23admin"">#admin</a>",sports,1,Bangladesh
পাপনের মেয়ে কে চুদি অনেক বড় মাদাদিচোদ,Papon's daughter Ke Chudi is a very big woman,sports,1,Bangladesh
আপনার কথা গুলো ঠিক,Your words are right,sports,1,Bangladesh
সব কারশাজি হচ্ছে পাপন মাদারছোদের,All manipulations are done by Papan Motherchod,sports,1,Bangladesh
এই চুদির ভাই তুই কোথায় শুনলি সাকিব ইংল্যান্ডেের হয়ে খেলবে??ক্যাপশনতো দিয়ে বসলি।,"Where did you hear this Chudi's brother, Shakib will play for England??",sports,1,Bangladesh
আমি মুসফিকের গুস্টি চুদি। আমার এখন বাল ফালা,I am Musfiq's Gusti Chudi. I now have hair streaks,sports,1,Bangladesh
খানকির পো তো বাট বাট চোদাস ক্যন বসি বাট বাট করলে তোর পাছায় দিমু পেপে গাচের ডাট,Khankir po to bat bat chodas kan basi bat bat ke tor pachaay dimu pepe gachher dat,sports,1,Bangladesh
কুত্তার বাচ্চারে সরা,Move to the puppy,sports,1,Bangladesh
একেই বলে কুত্তা ভাগ্য কাইশ্যার মতে টা ম্যাচেই সেঞ্চুরি করতে পারল না,"According to Kaishya, Kutta Bhagya could not score a century in that match",sports,1,Bangladesh
পাপন সালা পাগল হয়ে গেছে সবাই মিলে একে জুতা মারো,"Papan Sala has gone mad, everyone kick each other",sports,1,Bangladesh
বালেৱ সাংবাদিক সাব্বিৱ এৱ শুনামকে ব্যাবহাৱ কৱে অনেমেয়েই লাভবান হতেচায় বর্তমানে সেলেব্ৰেটী ক্ৰিকেটাৱৱাই সবচাইতে বড় ৷মেয়েৱাও জানে ছেলেদেৱ দূর্বলতা কি বাংলাদেশে হাতেগোনা দুএকটা ছাড়া সবক্ৰিকেটাৱৱাই এধৱনে অভিযোগে অভিযুক্ত তাইবলে ব্যাডবয় উপাধি হবেকেন ??? যদি ব্যাডয় হয় সাব্বিৱ তাহলে তাৱসাথে যে মেয়েগুলা মেলামেশা কৱেছে তাৱা ব্যাডগার্ল তাদেৱ নাম কেন আসলোনা ??? অনেক মেয়েৱ ছবি ব্লাৱ কৱা কিন্তু সাব্বিৱে সবি ব্লাৱ কেন হলোনা ? তাহলেকি সমাজে ছেলেদেৱ কোন সম্মানেৱ দামনেই শুধু মহিলাৱ ইজ্জতেৱ দামই বেশী এটাকি বৈষম্য মূলক আচৱন নয় ছেলেদেৱ সাথে এটা হবেকেন যতসব ফালতু চ্যানেল,"There are many reasons why you should not be afraid to use your name to celebrate cricket. There are many reasons why you should not be afraid to use your name to celebrate cricket. If it's bad, why don't you name the girls you're talking to as badgirls??? Many girls have blown pictures but why don't they all blow? Therefore, it is not a discriminatory behavior towards women at the price of any respect in society",sports,1,Bangladesh
রফিক আমার চেটের বাল🐸মুশি রিয়াদ টাকা দে তাই হেতে ভাব চোদায়🐸,Rafiq is my cheter bal 🐸 Mushi Riad taka de tai hete bhav choday 🐸,sports,1,Bangladesh
এখানে সব কয়টা মারে চুদি,Here are all the kills,sports,1,Bangladesh
সালা মাদার চোত,Sala mother is hurt,sports,1,Bangladesh
"ছাগলের বাচ্চারা, শিরোনাম কি আর দেখায় কি","Baby goats, what the title and what it shows",sports,1,Bangladesh
মুসফিক বাল কামাইছে,Musfiq Bal earns,sports,1,Bangladesh
মুসফিক গরুর মতো চিল্লাইলো 😁,Musfiq screamed like a cow,sports,1,Bangladesh
ওইদিন রাতে যদি জিল্লুর রহমান কিছু না করে ঘুমিয়ে পড়তো তাহলে জাতিকে আজ এমন একটা কুলাংগার দেখতে হতো না,"If Zillur Rahman had slept that night without doing anything, then the nation would not have seen such a Kulangar today.",sports,1,Bangladesh
বালের বাল রা গালি দিলে কি এমন বাল হইছে কারে গালি দিছে বাল,"If the children abuse the child, who is the child abused by the child?",sports,1,Bangladesh
প্লেয়ারগো পুটকি মার আর এ ই খানকির পুলাগোরেও পুটকি মার,Putki Mar in playero and also putki in pulagore of AE Khanki,sports,1,Bangladesh
তবে <br />তোরা সময় টিভিও <br />মনে রাখ এই সাব্বিরেও এক সময় ভালো সময় আসবে যদিও এখন খারাপ সময় যাচ্ছে ।,But <br />Tora time TV too <br />Remember this Sabbir will have good times even though bad times are going on now.,sports,1,Bangladesh
খেলোয়ার হয়েছে কি বাল ফালানি গেছে,Did the player go to Bal Falani?,sports,1,Bangladesh
তোর মায়ের ভোদা দিয়া কি তুই জন্ম হয়েছোচ না পুটকি দিয়া তোর মা বোনরে কুত্তা দিয়া চোদাই খানকির পুত তুই সব সময় এমন উল্টা পাল্টা জিনিস ছারোছ তো কি জিব্বায় তোর মায়ের মাসিক লাগাইছোচ নাকি কুত্তার চোদায় জন্ম তোর জিব্বা বড় এমন লেহাইয়া লেহাইয়া জিব্বায় বাজাইয়া কথা চোদাছ কেনো,"Were you born with your mother's vagina? Your mother's sister was fucked by a dog. Son of a bitch, you always say things like this. Did you put your mother's menstrual period on your tongue?",sports,1,Bangladesh
তুই হালা,you are crazy,sports,1,Bangladesh
এটা আস্থা মিডিয়ার মাগী । ওনি এখন ইসলামের বোরকার নিছে হান্দাইছে । বেহেশতের পুরুষ হুুঁরের অপেক্ষায়। ওনার এখন নাম আমাতুল্লাহ । ওনি বলেছিলেন কখনো বিয়ে করবেন না। শালী এখন হুজুরেরে বিয়ে করেছেন।,It is the magic of trust media. He is now wearing the veil of Islam. The men of heaven are waiting. Now his name is Amatullah. He said never marry. Shali is now married to Hujurer.,sports,1,Bangladesh
এই পৃথিবীতে কে এত ভালো মানুষ আছে যারা মধ্যে মেয়ে মানুষের চাওয়া নেই যত সব ফালতু খবর মানুষ জনের খেদে দেএ কাজ নেই মানুষের বেকেতি বেপার নিয়ে এদের মাথা ব্যাথা,"Who are such good people in this world who don't want women as much as all the nonsense news people give to people's grief, they have no business dealing with people's affairs.",sports,1,Bangladesh
তুই মাদারচোদ পদত্যাগ করলেই তো হয়। তুই পদত্যাগ করিস না কেন। তুই নিজে তো ধ্বংস করে দিচ্ছিস। একজন জুয়াড়িকে তোর বন্ধু বলতেছিস। গাঞ্জা খায়নি জীবন বলতেছিস। শেষ পর্যন্ত সে জুয়ার সাথে জড়িত জেলহাজতে আছে এখন।,"If you resign yourself, it will happen. Why don't you resign? You are destroying yourself. Calling a gambler your friend. You are talking about life without consuming ganja. In the end, he is now in jail for gambling.",sports,1,Bangladesh
এজন্য সাকিবের কোটি পাবে বিজ্ঞাপন করে সেটার জন্য কোটি টাকা লস করবে বাংলাদেশ ক্রিকেট টিম??সাকিবের এতো নিজের সার্থ দেখে কেন?এতো লোভ ভালো না তিন তিন টা খেলায় সে জুয়াড়িদের সাথে কন্ট্রাক্ট রাখছে আই সি সি যে জানায় না কারন কি?জুয়াড়িরা কি সাকিবের দুলা দুলাভাই?,That's why Bangladesh cricket team will lose crores of money by advertising for Shakib? Why does Shakib see so much for his own benefit? Isn't he greedy? He is keeping contracts with gamblers in three games. ICC doesn't say why? Are gamblers Shakib's idols? Brother in law?,sports,1,Bangladesh
ওর ভাবসাব টা কি,What is his thinking?,sports,1,Bangladesh
মাদার চোদরা একটাও ভালো না,Mother fuckers are not good at all,sports,1,Bangladesh
সালার বোকাচোদার যত সব টাইটেল,All the titles of Salar Bokachodar,sports,1,Bangladesh
এ কুত্তার বাচ্চাকে দল থেকে বাদ দেওয়া দরকার।,This puppy needs to be removed from the team.,sports,1,Bangladesh
এইসব বালের নিউজ দেন ক্যান। সালারা ভিউ বারানোর জন্য আর কতো মিথ্যা বলবি,Can give the news of these children. How many more lies will Salara tell to get the view,sports,1,Bangladesh
সালা একটা মাদার চোদ । ঠিক মতো পিটিয়ে হাড্ডিগোস্ত এক করা দরকার।,Sala is a mother fuck. The bones need to be beaten properly.,sports,1,Bangladesh
অডমিন সালা এখানে কই বলছে হেপি তুমি কই সালা পাগল ছাগল কই থেকে আসে এগুলা ভিখা কর তাও মিথ্যা কথা কইস না,admin sala here saying happy where are you sala crazy goat where do they come from beg don't lie,sports,1,Bangladesh
পাপন খানকির পোলাসহমত হইলে লাইক দিন,"If you agree with Papan Khanki's Pola, please like it",sports,1,Bangladesh
মুশফিক আমাদের বিনোদন দাতা।।।আহামরি কেউ না গালি দিলে ই কি বা না দিলেই কি কামলার বাচ্চা রা,Mushfiq is our entertainer.,sports,1,Bangladesh
পাপন কে বহিষ্কার করা হোক হারামি সালা,Papan should be expelled Harami Sala,sports,1,Bangladesh
পাপনকে জুতা এরে ধরে না কে বঝলাম না এটাই কি ক্ষমতার দাপটওকে কে চিনে সালা,I did not understand who did not hold Papan in the shoes,sports,1,Bangladesh
তুর মাকে কত মানুসকে দিয়ে চুদাভি মাগির পুলা,How many people did you give your mother Chudavi Magir Pula,sports,1,Bangladesh
বাকোয়াচ থামনেল চোদাও সালা জোতচোর,Bakwach Thamanel Chodao Sala Jotchor,sports,1,Bangladesh
সালারে হরা আগে,Before losing to Salar,sports,1,Bangladesh
মাগি খোর সাব্বির কে বাদ দাও,Exclude Maggi Khor Sabbir,sports,1,Bangladesh
তোর মারে চুদি মাগির পুলা বেশশা মাগির পুলা,Tor mare chudi magir pula beshsha magir pula,sports,1,Bangladesh
কেন এই শালা পাপন শভাপতি থেকে সরায়না,Why is this Shala Papan Sarayana from Shavapati,sports,1,Bangladesh
যে দেশের নাগরিক এখনো খালি পেটে থাকে সেই দেশে এই শালাদের কে কোটি কোটি টাকা বেতন দিয়ে বেপানা করার জন্য সুযোগ দিতেছে হায়রে বাঙালি জাতি কবে তোরা বুঝবি কবে তোরা শিখবি তোদের টাকা দিয়ে তাদেরকে বেতন দেয় কিন্তু তোরা খালি পেটে থাক অশিক্ষিত বাঙালি জাতি,"In the country where the citizens are still living on empty stomachs, these people are giving the opportunity to cheat by paying billions of rupees. Alas, Bengali nation, when will you understand, when will you learn, you pay them with your money, but you stay on empty stomach, uneducated Bengali nation?",sports,1,Bangladesh
মেহেদী হাসান রানা যে বোকাচোদা বোলার তা তম ওভার দেখলেই বোঝাযায়।বার বার ওফ স্টাম্পের বাইরে বল করে ছয় খেয়েছে।,"Mehdi Hasan Rana is a fool bowler, it can be understood by watching the 10th over.",sports,1,Bangladesh
পাপন মাদারচোদ 🖕😡😡,Papan Motherchod 🖕😡😡,sports,1,Bangladesh
"রুবেল হেপীরে লাগাইয়া জাইরা দিচোছ,,সালা মরলে বোজবে,?",Do you want to spend money on the ruble?,sports,1,Bangladesh
জীবনের প্রথমবার গালি দিচ্ছি ঃকোন কুত্তার বাচ্চা ডিস লাইক দিলি??,"For the first time in my life, I am insulting: which puppy dis liked??",sports,1,Bangladesh
"বাল শুনেছি তোমার আর -বলতে হবে না,","Baal heard you say no more,",sports,1,Bangladesh
মাগীরা বিয়ে করে পাবে একটা বিয়ে ছাড়া পাবে অনেক নিত্য নতুন এক ঢিলে দু পাখি। বিয়ে ছাড়া যদি আর্থিক আর দৈহিক দুটোই ছাড়ানো যায় তাহলে বিয়ের দরকার কি?,"Magi get married and get two birds with one stone. If you can get rid of both financial and physical without marriage, then what is the need for marriage?",sports,1,Bangladesh
বেয়াদব এর বাচ্চা খুব খারপ বেয়াদব সালা বেয়াদব লুইচ্চা 🙄 🐱,Badass's baby is so bad Badass Sala Badass Luiccha 🙄 🐱,sports,1,Bangladesh
"রুবেল শালা তুই চিটার,,,,,","rubel shala you cheater,,,,",sports,1,Bangladesh
তর মতো বাইন্চোদরা বাংলাদেশ কে নষ্ট করছে কই বললিনা কখন সে খেলবে ইংলেন্ডের হয়ে,"Binchodas like you are ruining Bangladesh, never said when he will play for England",sports,1,Bangladesh
বাল ছিল মাদার চুদ,Baal was mother's cud,sports,1,Bangladesh
বাংলাদেশের ক্রিকেটার খেলা বন্ধ করে দেওয়াই ভালো। যে বালের খেলা খেলে।আবার বয়কট ও করছে!!!! হা হা হা। ভালো খেলে দেশের জন্য কিছু করে দেখাইয়া বেতন বাড়াইয়া চাও।লজ্জা করে না প্লেয়ারদের এসব করতে।আর পাপন সাহেব কেও বিসিবি থেকে বাদ দেওয়া হোক।উনিও ধোয়া তুলসি পাতা না।,"Bangladeshi cricketers should stop playing. Who plays ball games. Boycotting again!!!! Ha ha ha If you play well, do something for the country and ask for a salary increase. The players are not ashamed to do this. And Papon Sahib should also be removed from BCB.",sports,1,Bangladesh
পাপন সাহেব উপর দিয়ে পানি ঢালে আর নিচ দিয়ে গাছ কাটেসালা একটা আসল মীরজাফর,Papon sahib pouring water on top and cutting trees from below is a real Mirzafar,sports,1,Bangladesh
আজাইরা হয়রানি। সবগুলা ছাগল,Azaira harassment. All are goats,sports,1,Bangladesh
সব শালারা চামচা মুসফিকুর রহিমের। এসব দালালি বাদ দাও কুকুরের বাচ্ছা এসব করে দেশটা নষ্ট করেছো শুধু নেতাদের তৈল মেরে মেরে,"All shalara spoons are of Musfiqur Rahim. Get rid of these brokers, puppies, you have ruined the country by just killing the leaders",sports,1,Bangladesh
এই পাপন কুত্তার চাচ্চা গালি দেওয়ার জন্য কেউ মন খারাপ করবেন না।,No one will be offended by this Papan Kutta's uncle abuse.,sports,1,Bangladesh
সাকিব না খেল্লে কি হবে হালারপো তোরা আস্তা গাদা।।সাকিব কি হয়ে গেছে এমন ও একটা বেয়াদব।।বাব দেখায়,What will happen if Shakib doesn't play Halarpo tora asta gada..What has Shakib become and such a fool..Bab shows,sports,1,Bangladesh
ছোটো লোক যতই ধনী হোউক না কেনো সে যে ছোটো লোক চিরকাল ছোটো লোকই থেকে যায়।,"No matter how rich a little man is, a little man remains a little man forever.",sports,1,Bangladesh
বাংলাদেশের খেলা জীবনেও দেখি না হালার বলদ গুলো খেলে,I have never seen bulls playing in Bangladesh,sports,1,Bangladesh
পাপন খানকির পোলা এই সব কিছুর জন্য তুই দায়ী,Papan Khankir Pola You are responsible for all this,sports,1,Bangladesh
খেলায় রাজনৈতি ঢোকে গেছেন শালা মাদার চোদেরা আর কি করবি,Rajnaiti has entered the game Shala Madar Chodera what else to do,sports,1,Bangladesh
গালি দিছে তাই কি হইছে বালের খেলোয়ারকে,What happened to the ball player because he abused,sports,1,Bangladesh
শালারপুত পাপন তোর হাত আছে এখানে,Shalarput papan your hand is here,sports,1,Bangladesh
মাদারছোধ,Maternal injury,sports,1,Bangladesh
পাপন সালা তুই আসলেই খারাপ তোর পদত্যাগ চাই তুই সালা সব জানো তুই সালা বড় খারাপ চোর,"Papan Sala, you are really bad, I want your resignation, you Sala know everything, you Sala are a big bad thief",sports,1,Bangladesh
তুমি একটা নডির ছাওয়াল আশরাফুল তোর গুদে বাঁশ দিতে গেছে মাগীর পুর,You are a nadir chawal Ashraful Magir Pur has gone to give bamboo to your pussy,sports,1,Bangladesh
তাসকিন একটা মাদার চোদ্দ,Taskin is a mother of fourteen,sports,1,Bangladesh
ভিডিও না দেখেই তোকে চুদতে আসলাম খানকির বাচ্চা,"I came to fuck you without watching the video, baby of Khanki",sports,1,Bangladesh
পাপন কুতাবাচা,Papan Kutabacha,sports,1,Bangladesh
এই শালার মাগীবাজি আর নতুন কি...?? শালারে পাছায় লাথি মাইরা দল থেকে বের করে দেওয়া উচিত। মাগিবাজ পোলাপান দিয়া আর যাই হোক ক্রিকেট হবে না।,What else is new about this Shala Magibaji...?? Shalar kick ass Maira should be kicked out of the team. There will be no cricket after Magibaz Polapan Diya.,sports,1,Bangladesh
শয়তানের বাচ্চা রে জুতা দিয়া পিট,Beat the devil's child with Ray's shoes,sports,1,Bangladesh
সাকিব কে যোদি মাসের জন্য নিষিদ্ধ করে। তাহলে পাপনের জাত গুষ্টিরে গরু ছাগল দিয়ে। চোবো।,Bans Shakib Jodi for month. Then Papon caste Gustire with cows and goats. chobo,sports,1,Bangladesh
আরে এদের মত পেলেয়ার দের রিজেক্ট দিয়ে দেন। নতুন করে টিম তৈরী করা হোক। শালারা ভাত পাই না চা চোদাই। পাপন ভাই রাইট কথা,"Hey, they give rejects to Pellayers like them. Create a new team. Shalara bhat pai cha chodai. Papan bhai right talk",sports,1,Bangladesh
জার্সি পরা গাঁজাখোর সব ঝামেলা করতেছে শালার টুকাই ভদ্রতা বুঝোস না মানুষের সাথে কিভাবে কথা বলতে হয় গাঁজাখোর জার্সি পরা গাঁজাখোর,"Jersey-wearing junkie making all the trouble Shala's just polite, don't understand how to talk to people Junkie Jersey-wearing junkie",sports,1,Bangladesh
খানকি মাগীর পোলা সবাই রিপোর্ট মারেন এই মাদার চোদের সব ভূয়া ভিডিও,Khanki Magir Pola everyone report all fake videos of this mother fucker,sports,1,Bangladesh
এই সমস্ত মিথ্যাবাদি ইউটিউবারদের জন্য আরমনে চাইনা একটু ইউটিউবে আসি সালা চুদমারানির দলসব,"For all these lying YouTubers, I would like to join Sala Chudmarani's team on YouTube",sports,1,Bangladesh
এরে পাপন্না সাকিব কে নিয়ে কোনো বাজে কথা বলবেন্নাসাকিব সবার থেকে ভালো খেলেছেসাকিব দুই ইনিংস মিলিয়ে উইকেট নিয়েছেএটা সাকিবের নরমাল খেলাপ্রতিদিনতো সাকিব উইকেট নিবেনা ব্যাটিং এ সাকিব প্রথম ইনিংস এ রান করেছে দুর্ভাগ্যজনক ভাবে আউট হয়েছে য় ইনিংস এ দেখুন রানে অপরাজিতএবং ইনশাল্লা করবেসাকিব আর বাকিরা সব আবাল,"Hey Papanna, don't say anything bad about Shakib. Shakib has played better than everyone. Shakib has taken wickets in two innings. It's normal for Shakib. Every day, Shakib doesn't take wickets. Shakib scored runs in the first innings. Unfortunately, he got out. Look at the innings.",sports,1,Bangladesh
এই খানকির পোলা রুবেল কই গান গাইছে শুনা মাগির বাচ্চা তর মায়রে তুর বাপের কান্দে ফালাই চুদি ভোদার পোলা....next time no sorry mind it,Where is this khankier pola rubel singing shuna magir bachcha tar mayre tur baper kande falai chudi bhodar pola....next time no sorry mind it,sports,1,Bangladesh
হেতে মাদারচোদ নাচির,Hete Motherchod Nachir,sports,1,Bangladesh
"শালাই প্রতি রাতে ৭ ইঞ্চি ধন দিয়া মাগি চুদে
",Shalai every night with 7 inch Dhan Dia Magi Chude,sports,1,Bangladesh
উপরের কিছু কিছু কমেন্ট পড়লাম যে গুলো মানুষ নামে কিছু জানোয়ার কমেন্ট করছে কমেন্টএ এডমিন কে তার মা নিয়ে অনেক অশ্লিল গালি-গালাজ করছে যে গুলো কোনো মানুষ করতে পারেনা। আরে জানোয়ারের দল যিনি পোষ্ট করছেন তিনি যদি কিছু দোষ বা ভূল করছে সে করছে এতে তার মা কে অকট্য অশ্লিল ভাষায় গালি-গালাজ করতেছেন কেনো??? আপনারা কি জানেন প্রত্যেক মা- ই পৃথিবীর একেকটা জান্নাত।,"I read some of the comments above that some beasts called humans are commenting and abusing the admin about his mother in the comments, which no human can do. Hey Janwar team, if the one who is posting is doing something wrong or wrong, why is he abusing his mother in such obscene language??? Do you know that every mother is a paradise on earth?",sports,1,Bangladesh
বাংগালী পাগলের দল,A group of Bengali madmen,sports,1,Bangladesh
রুবেল কে দেখতে চোরের মত লাগে হেপি আপু তুমি কি এর চেয়ে ভালো ছেলে মানুষ পাওয়া নি,"Rubel looks like a thief, happy sister, have you not found a better boy",sports,1,Bangladesh
পাপন কুক্তার বাচ্চা তোর মারে চুদি শোয়ারের বাচ্চা,Papon kuttar bacha tor mare cudi showar baby,sports,1,Bangladesh
সালা বাট পার চোর,Sala bat par chor,sports,1,Bangladesh
পাপন হইলো একটা কুত্তা সুদা,Papan became a dog interest,sports,1,Bangladesh
গালি আমি দেই ওনেকে দেই তাে কি হইছে বাল ফালাবি গাজাখোর,Gali ami dei onek dei te te ki chhe bal falabi gazakhor,sports,1,Bangladesh
জে এই নিইজ টা ওরে পুটকি মারেন সবাই,Everyone beat this guy,sports,1,Bangladesh
রুবেল একটা শয়তান,The ruble is a devil,sports,1,Bangladesh
সালাকে দেখা জায় কালো কাকে মত,Sala looks like a black crow,sports,1,Bangladesh
এ মাগীর বেটা পাপন শাকিব তো পতাক্ষাণ করছে তোর সম্যসা টা কই,This magician's son Papon Shakib is looking for where is your problem,sports,1,Bangladesh
এই তোর মারে চোদি,This is your mare chodi,sports,1,Bangladesh
মাগির হোলা,Magi's Hola,sports,1,Bangladesh
