Comment,Translated_Comment,Category,Hate Speech,Geography
"被WA骂，不可怜。被WA editing子虚乌有的发言和事情来骂，可怜。能明白这个逻辑了吗？,你自己看原文，他捐钱归捐钱，哪里说后悔了？那WA说他公开说后悔合作公开指责不就是editing了？被editing不可怜吗？你拿事实说话说他捐款就是站队，粉丝完全没意见的。你添油加醋子虚乌有的发言，那当然受不了啊。 评论配图,你非要纠结的话，我认为是“不管TC内心怎么想的，他本来只想沉默（那是他的权利）却天天被媒体追着逼迫站队，不然就是代表他支持恋童癖。最后选择了较为中立的方式处理，也并没有指责攻击WA，已经属于很体面的公关行为了。结果还要被大导演两年后editing子虚乌有的发言来骂，这真的好可怜。”,问题是当时所有人都逼着合作过的小演员们表态啊，小演员们没人权呗。大导不需要谨言慎行，但是把别人没说过的话editing出来就很金卡戴珊了啊。明明没有公开说过后悔合作。","Being scolded by WA is not pitiful. It's pitiful to be scolded by WA editing's non-existent remarks and things. Can you understand this logic? , You read the original text for yourself, he donated the money to the donated money, how can he say he regretted it? Then WA said that he publicly regretted the cooperation and publicly criticized, isn't it editing? Isn't it pitiful to be edited? If you take the facts and say that his donation is to stand in line, the fans have no objection at all. Of course you can't stand the non-existent speeches you add to add fuel and vinegar. Comment picture, if you have to struggle, I think it's ""No matter what TC thinks in his heart, he originally wanted to be silent (that's his right) but he is chased by the media every day and forced to stand in line, otherwise it means supporting pedophilia on his behalf In the end, I chose a more neutral way to deal with it, and did not criticize and attack WA, which is already a very decent public relations behavior. In the end, I will be scolded by the big director Editing for his non-existent speech two years later, which is really pitiful.”, The problem is that at that time everyone forced the young actors who had worked with them to express their opinions. Young actors have no human rights. Directors don’t need to be cautious in their words and deeds, but it’s very Kim Kardashian to edit what others haven’t said. Obviously, he never publicly said that he regrets cooperating.",,0,China
"举证你说杠，女性在这次抗议做的贡献少？结果宣传35:1，其中35是男性，这就是所谓的女性地位高？如此宣传再过几十年还有人记得？历史上抹杀女性影响力的事情还少？就你那点眼界你也就只能看到那点东西了,http://t.cn/A6w1QqH6 要不看看？","To prove it, you say, how little did women contribute to this protest? The result is 35:1, of which 35 are men. Is this the so-called high status of women? After so many decades of publicity, will anyone still remember? There are few things in history that obliterate the influence of women? With your little vision, you can only see that thing, http://t.cn/A6w1QqH6 Why don't you take a look?",,0,China
太震惊了前几天韩国扎堆曝光明星性侵看过他演的电视剧！明星性侵第一次听说！你是明星这事报光明知道对自己名声多大影响会承受怎样后果！明知总有一天会曝光还要去做？还是觉得不会曝光！还是觉得曝光了就去自杀？这是冒着多大风险去性侵别人？为了做这些冒着死的信念去做的？,"It was so shocking that a few days ago, South Korea got together to expose the sexual assault of stars and watched the TV series he acted in! This is the first time I heard about celebrity sexual assault! You are a star, report it brightly and know how much impact it will have on your reputation and what consequences you will bear! Do you still do it knowing that it will be exposed one day? I still don't think it will be exposed! Or would you commit suicide if you were exposed? How risky is it to sexually assault someone? In order to do these beliefs that risk death?",,0,China
"为啥韩国娱乐圈最近扎堆曝光性侵！中国的都是曝光的出轨！最近曝光的少说就有6.7个了韩国,十年前为啥这几天才曝光？没有任何惩罚还继续赚了十几年钱！","Why has the Korean entertainment circle exposed sexual assault recently? Everything in China is exposed derailment! At least 6.7 have been exposed recently, South Korea, why did it only come to light a few days ago ten years ago? He continued to make money for more than ten years without any punishment!",,0,China
我觉得涉及人口买卖了，他之前还浏览送孩子的QQ，这女孩也许是当童养媳被她母亲出售了,I think it involves human trafficking. He also browsed the QQ of sending children. This girl may have been sold by her mother as a child bride.,,0,China
哈哈哈哈哈哈哈哈不撕逼谁还去晕针。眼下没新段子可以抄，全靠    _女权/MSL/国家矛盾_    来蹭热度。,"Hahahahahahahaha haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​haha ​​who is not torn to force the pins. There are no new jokes to copy right now, and it all depends on _feminist/MSL/national conflicts_ to catch the heat.",,0,China
什么是直男癌？现在连一个能准确说出定义的人都没有。您能拿着网络上发明的毫无根源性的词汇去做这样看起来严谨的推论也真的是脸大。,What is straight male cancer? Now there is not even a single person who can accurately define it. It is really embarrassing for you to make such a seemingly rigorous inference with the rootless vocabulary invented on the Internet.,,0,China
阶级压迫当然有，而且不会完全消失。但不论哪个阶级的女性都会遭受性别压迫，全方位多等级全维度存在性别压迫。这两种压根不是一回事的东西，作什么用来偷换概念？,"Class oppression certainly exists, and it won't go away completely. But women of any class will suffer from gender oppression, and gender oppression exists in all dimensions, levels and dimensions. These two things are not the same thing at all, why use them to secretly change concepts?",,0,China
"她们也知道荒木情色摄影师，但是她们有签合同来确保拍摄的底线，以为只拍合同里的内容，结果却被强迫做了合同以外的事情…她们事先知道荒木是情色摄影师，但她们事先不知道荒木是一个道德有问题会强迫人的摄影师。我觉得错还是在荒木身上,她们不知道自己会被强迫啊！","They also know that Araki is an erotic photographer, but they have signed a contract to ensure the bottom line of shooting, thinking that they only shoot what is in the contract, but they are forced to do something outside the contract... They knew in advance that Araki was an erotic photographer, but they knew in advance that Araki was an erotic photographer. I don't know that Araki is a photographer who has moral problems and will force people. I think the fault lies with Araki, they don't know that they will be forced!",,0,China
皮一下真的没意思，这种事情会给一个女性带来巨大的惊恐，痛苦，耻辱而又无法寻求救助（因为会受到二次伤害），而且大部分会影响女性未来的生活，为啥之前跳楼的女学生只是被老师亲吻抚摸都没法继续生活，因为这种事情对女性来说不论身体还是心理上都是巨大的伤害，真的没觉得有什么好皮的，严肃脸。,"It’s really boring to skin it. This kind of thing will bring a woman great panic, pain, shame and can’t seek help (because she will be injured again), and most of it will affect the future life of women. Why did you jump off the building before? Most of the female students can't continue to live just being kissed and touched by the teacher, because this kind of thing is a huge harm to women, both physically and psychologically. I really don't think there is anything pretentious and serious.",,0,China
这才是真正的女权主义者，冷静克制的面对不公不被激进所蒙蔽,"This is the real feminist, calm and restrained in the face of injustice and not blinded by radicalism",,0,China
当你说WA性侵第一个报警的是个医生（因为美国法律这类情况要立即报警），因为法罗养母带她去看了医生当时以为她只是生病了结果才发现的。所以要说是前妻污蔑根本不成立,"When you said that WA sexual assault was the first to report to a doctor (because of the US law, the police should be called immediately), because Farrow's adoptive mother took her to the doctor and thought she was just sick and found out. So it is not true to say that the ex-wife slandered",,0,China
这是一种偷换概念吧？如果那个人只是抨击阿萨里说他让人感到不适甚至恶心那OK，身为一个女生我完完全全接受但现在她是指控别人性骚扰，这就完全不同了。就如之前那个电台主持人说的她在毁了一场伟大的运动。毕竟这两者又着本质的不同,"This is a stealth concept, right? If that person just lashed out at Asari saying he was uncomfortable or even disgusting then ok, as a girl I totally accept that but now she's accusing someone of sexual harassment, that's totally different. As the radio host said before, she is ruining a great movement. After all, the two are fundamentally different",,0,China
本来把别人说成性侵就该道歉，自己没了解清楚放大话能怪谁,"Originally, I should have apologized for calling someone a sexual assault. I didn’t understand clearly who could be blamed for exaggerating.",,0,China
刻板映像，我觉得女性是理性与感性的象征,"Stereotype image, I think women are a symbol of rationality and sensibility",,0,China
"只是生，不管养才是失败的人，毕竟生了以后孩子不能往上面阶层浮动，基本无用了，被国家收割,试管婴儿费用极大几乎一套房子的费用，不是普通人家承担的起来","Only giving birth, regardless of raising is the one who fails. After all, after giving birth, the child cannot float to the upper class. It is basically useless. It is harvested by the state. The cost of IVF is almost the cost of a house, which cannot be afforded by ordinary people.",,0,China
"中立本来就是看待一件未知事物的应有态度嘛  我说的照片不是说男生长相而是说两人的床照自拍 兄弟你要是想喷女权你找错人了 我不是女权主义者,呃……五亿太夸张了 中国我觉得封顶三百万 外国再多也就两三倍也足够封顶了 和男女无关","Neutrality is a proper attitude towards an unknown thing. The photo I said is not about the boy’s appearance, but the bed photo of the two. Brother, if you want to talk about women’s rights, you have found the wrong person. I’m not a feminist, uh... 500 million is too exaggerated. In China, I think the cap is 3 million. In foreign countries, two or three times more is enough. It has nothing to do with men and women.",,0,China
这倒没错，高等物理跟现实生活有差距，但并不妨碍人去做研究。但科学具有连续性也就是说，这十年百年后可以应用到现实上。而女权游行就是一个社会资源现实意义上的问题了。,"This is true, there is a gap between advanced physics and real life, but it does not prevent people from doing research. But science has continuity, that is to say, it can be applied to reality after ten or a hundred years. The women's rights march is an issue in the practical sense of social resources.",,0,China
永远该痛恨的是这个男权的社会结构，而不是女性。,"It is this patriarchal social structure that should always be hated, not women.",,0,China
哈哈。这个才是真正的女权，网上拿着神神叨叨的都是假的。,"Ha ha. This is the real women's rights, and all the hype on the Internet is fake.",,0,China
呵呵，应该参照国外法律，离婚后男方付工资收入得多少给前妻，一直到死,"Hehe, you should refer to foreign laws. After divorce, the man pays his ex-wife as much as his wages until his death.",,0,China
"果然有一条被pb…我也觉得他现在这样就这样了，以后可能还会被触动被温暖但是没有办法让铁铁成为普世眼中的健康的人。他小时候的事情不说，作为铁铁他就生活在一个普世无法理解的世界里，他所看到的所经历的事情对他造成的影响是不可逆也无法被治愈的。但我还是想要看到有人愿意爱他，不求回报地爱他 评论配图,jj和铁的背景差别太大了，jj有时候给我感觉就是已经懒得去put up a fight这样，当然这也有故事格局的因素，但是铁铁的upbringing就决定了，有时候我感觉他其实就是追求利益最大化，包括一些自我牺牲的行为，他是将一切条件都资本化的感觉，materially burdened it is，做铁真的好累了","Sure enough, one of them was pb... I also think he is like this now, and he may be touched and warmed in the future, but there is no way to make Tie Tie a healthy person in the eyes of the world. Not to mention what happened to him when he was a child, as Tie Tie he lived in a world that the world cannot understand. What he saw and experienced had an irreversible and irreversible impact on him. But I still want to see someone who is willing to love him, love him without asking for anything in return, comment on the picture, the background of jj and iron is too different, jj sometimes makes me feel like I am too lazy to put up a fight, of course this There are also factors of the story structure, but the upbringing of the iron is determined. Sometimes I feel that he is actually pursuing the maximization of interests, including some self-sacrificing behaviors. He capitalizes on all conditions, materially burdened it is, I'm really tired of making iron.",,0,China
颁奖季一路横扫，怎么能只针对奥斯卡，奥斯卡也要讲究平等平权，把所有奖项都怼一遍否则奥斯卡表示你针对我，侵犯我平等权,"The awards season is sweeping all the way, how can it only target the Oscars, the Oscars must also pay attention to equality and equal rights, and all the awards will be repeated, otherwise the Oscars will say that you are targeting me and infringing on my right to equality",,0,China
女人可以诬告男人，男人也可以诬告女人，所以别瞎逼逼，一切交给法律去判决。,"A woman can falsely accuse a man, and a man can falsely accuse a woman, so don't be fooled, and leave everything to the law.",,0,China
这问题太无解了，你反对婚姻，可是目前同性恋婚姻权确是一种可以争取的权利，而且带来的效果也确实是立竿见影。所以会让很多人很迷惑，反婚是真的，支持同性恋平权也是真的。所以现在就造成所有人都很惨，要么心累，要么身心俱疲。,"This question is too unsolvable. You are against marriage, but right now gay marriage is indeed a right that can be fought for, and the effect it brings is indeed immediate. So it will confuse many people. Anti-marriage is true, and it is true to support gay equality. So now everyone is miserable, either mentally tired, or physically and mentally exhausted.",,0,China
都是扯淡，都是自愿。现在出来蹭热度，整个什么me too就是个闹剧,"It's all bullshit, it's all voluntary. Now come out to catch the heat, the whole me too is a farce",,0,China
一位反女权人士最终成为了真正的女权，佩服佩服,"An anti-feminist finally became a real feminist, admiration",,0,China
尊重女性直面职场性骚扰是对的，但是有些事情只凭单方面一张嘴，甚至明明就是交易行为，就打死另一方就真的是矫枉过正了,"It is right to respect women to face sexual harassment in the workplace, but it is really overkill to kill the other party just by unilaterally talking about some things, even if it is clearly a transactional behavior",,0,China
毛主席倡导女子也能顶半边天的那个时代依然有很多男权分子把女胎筛掉。,"In the era when Chairman Mao advocated that women could hold up half the sky, there were still many patriarchs who screened out female fetuses.",,0,China
堕胎只是游行的议题之一 游行的议题还包括尊重女性 少数族裔权益 LGBT权益 如果这都看不出来 请承认自己眼瞎,"Abortion is just one of the issues in the march, and the issues of the march also include respect for women, minority rights, and LGBT rights. If you can't see this, please admit that you are blind",,0,China
哇 前两天也刚好想到这个 第一感觉霍华德会对女孩子温柔一点（想想霍华德撩妹（估计还是对不同性别的期望不同8）然后感觉男铁身上脆弱的东西在女铁身上更容易被理解也更容易得到外部关照，女铁的斗争和反抗感觉更合理也没有那么多自我斗争的成分（就像花老师说的女铁的强大是对体系的反抗！,"Wow, I just thought of this two days ago. The first feeling is that Howard will be gentler to girls (think about Howard's flirting with girls (I guess the expectations for different genders are different 8) and then I feel that the fragile things on male irons are more likely to be exposed to female irons. It is easier to understand and get external attention. The struggle and resistance of female irons feel more reasonable and do not have so many elements of self-struggle (just like Teacher Hua said that the strength of female irons is resistance to the system!",,0,China
我要举报我的外教Charles William Rowe诱奸我的事实。因为他现在渴望回中国，想要继续找中国高校教师的工作。我不想要看到继续有女生遭受他的陷害，因为他不是一般的骗子，他是一个伪善，表面上正人君子实际上是个道德沦丧的怪兽。我不是第一个受害者也绝对不是最后一个受害者。,"I want to report the fact that my foreign teacher Charles William Rowe seduced me. Because he is now eager to return to China and wants to continue to find a job as a teacher in Chinese universities. I don't want to see girls continue to be framed by him, because he is not an ordinary liar, he is a hypocrite, a gentleman on the surface is actually a monster with moral depravity. I am not the first victim and definitely not the last.",,0,China
没多大争议，绝大多数州容许二十周前堕胎。阿拉巴马也容许胎儿有心疼前堕。是左派表示什么时候想堕，就堕，哪怕生一半，母亲不想要了，也可以堕。,"Without much controversy, most states allow abortions before 20 weeks. Alabama also allows the fetus to fall forward with distress. It is the leftists who say that whenever you want to fall, you can fall, even if you are half born, and the mother doesn't want it anymore, you can fall.",,0,China
医生从来不该让病人选择，这在国内或许有，国外没可能。真危及母亲生命，哪怕阿拉巴马州的医生也是选择保母亲。但有的州太可怕，什么母亲想堕就堕，生一半，不想要了，也可以堕。这就不是保大，保小的问题了。,"Doctors should never allow patients to choose. This may be possible in China, but it is not possible abroad. It really endangered the mother's life, even the doctors in Alabama chose to protect the mother. But some states are too terrible, any mother can fall if she wants to, half of her life is born, and if she doesn't want to, she can also fall. This is not a question of protecting the big and the small.",,0,China
"虽然很多情况女方处于弱势，但也不能否定男方是受害者的情况。如果艾梅伯希尔德是撒谎的话，那么她所做的一切都是对真正受害者，特别是女性受害者和维权运动的一次沉重打击。我不觉得楼下那些一上来就说人脑残，然后希望人以后遇到家暴，接着把人拉黑的人是真心对女性尊重。,疑罪从有，呵，好在你不是法官。当初离婚案就没有宣判家暴，不然女方不只700w。按照你的说法，你第一个要骂的应该是他前妻 艾梅伯希尔德，她是确确实实被控告家暴，上了法庭，留了案底的人，她这种人就不应该跑出来伸张正义","Although in many cases the woman is in a disadvantaged position, it cannot be denied that the man is the victim. If Amber Heard was lying, then everything she did was a blow to the real victims, especially women victims and the rights movement. I don't think those downstairs who say that people are mentally retarded when they come up, and then hope that they will encounter domestic violence in the future, and then block people are sincerely respecting women. , doubtful, oh, fortunately, you are not a judge. There was no domestic violence sentence in the divorce case at the beginning, otherwise the woman would not only have 700w. According to what you said, the first person you want to scold is his ex-wife Amber Heard. She was indeed accused of domestic violence, went to court, and left a record. People like her should not run out for justice",,0,China
在兵荒马乱的年代，婚姻制度的确对于女性是基本公平能令女性满意的交易。在和平年代，缺乏了一些社会因素以后，这杆天平确实就倾斜了。但我希望看到的是，男性能够在和平年代付出更多来平衡双方之间的天平，而不是男女互相敌视甚至仇视。,"In the age of war and chaos, the marriage system was indeed a basically fair and satisfying transaction for women. In the peaceful age, without some social factors, the balance is indeed tilted. But what I hope to see is that men can pay more to balance the balance between the two sides in peaceful times, instead of men and women being hostile or even hostile to each other.",,0,China
"先从女性提高经济基础开始，其次尊重每个女性的意愿和权益，这是我能做的。,？？？我又被划分到「保护婚姻制度」的阵营了，感觉前面跟您说了那么多您都是「不听不听不听🙉」，您开心就好。加害者是掌握了经济基础优势的男权，不平等的从夫制婚姻制度只是这种霸权下的产物。反对婚姻制度并且把结婚并且追求平等婚姻的女性对立起来，就好像是放任了男性霸权而光抵制霸权产物。,「你结婚，活该你被家暴得妇科病」，和「你穿着暴露，活该被强奸被性骚扰」，您看这逻辑链是否类似？我们应该谴责受害者，先反对上层建筑的不平等；还是应该去谴责加害者，先从经济基础消除不平等呢？,我认为那是她们的自由选择。我个人是婚不婚均可，不必强行把我归类进必婚人士中，给别人贴标签划分阵营我不确定是否是您这类女权主义者的爱好。强迫不想反婚的女性反婚的才是伪女权，本质上和强迫反婚的女性结婚是一致的，这个逻辑也不确定您能否理解。,真正的女权实质应该是平权和维护人权，尊重包括且不局限于任何不想结婚不想生育、想结婚不想生育、想结婚想生育在内的所有权利。反婚反的是以婚恋霸权制造出的不平等婚姻制度，反的是「你必须结婚，不结婚就是怪胎」的谬论，让女性有充分地选择不婚的权利和舆论支持，并不是反个体的结婚行为。","First, start by improving the economic foundation of women, and second, respect the wishes and rights of every woman. This is what I can do. ,? ? ? I have been classified into the ""marriage protection system"" camp again. I feel that I have told you so many times that you are ""not listening, not listening, not listening 🙉"", as long as you are happy. The perpetrator is patriarchy who has mastered the advantages of the economic base, and the unequal patriarchal marriage system is just a product of this hegemony. Opposing the marriage system and opposing women who are married and pursuing equal marriages is like letting go of male hegemony and resisting the products of hegemony. , ""You deserved to be raped and sexually harassed by domestic violence"" and ""You deserve to be raped and sexually harassed because of your revealing clothes"", do you think this logic chain is similar? Should we blame the victims and oppose the inequality of the superstructure first; or should we blame the perpetrators and eliminate inequality from the economic base first? , I think that is their free choice. I personally can be married or not, so there is no need to forcibly classify me as a must-marriage person. I am not sure if it is a hobby of feminists like you to label others and divide them into camps. It is false feminism to force women who do not want to oppose marriage to oppose marriage. It is essentially the same as forcing women to marry against marriage. I am not sure if you can understand this logic. The real essence of feminism should be equality and protection of human rights, and respect for all rights including but not limited to those who do not want to marry or have children, who want to marry but do not have children, and those who want to marry and have children. What is anti-marriage is the unequal marriage system created by the hegemony of marriage and love. What is opposed is the fallacy that ""you must get married, and if you don't get married, you are a freak."" It is not anti-marriage to allow women to have the right to choose not to marry and support public opinion. Individual marriage behavior.",,0,China
记得没错的话，他俩是你情我愿的，跟性侵犯的MeToo有什么关系？,"If I remember correctly, they are what you want, what does it have to do with the MeToo of sexual assault?",,0,China
正是因为女性议题受到的关注还不够 大家才会认为这个议题特殊 只有哪一天所有关于女性权益和价值的观念都不再被区别对待或故意抬高 女性才可能实现真正独立和自由,"It is precisely because women's issues have not received enough attention that everyone thinks this issue is special. Only when all ideas about women's rights and values ​​are no longer treated differently or deliberately elevated, can women achieve true independence and freedom.",,0,China
正在高原牧区做田野。今年两个月来还比较正常，没有遇到此类言语或行为。去年有过三次，一次是饭桌上一个当地干部假装喝醉一直靠我特别近，我一直退还是靠近，最后被他领导制止。一次一个男人想灌我白酒，还有个男的说话非要抱肩膀，更可恶的是和其他当地男性说起，他说“他人很好，没有恶意”，wtf,"I am working on a field in a plateau pastoral area. In the past two months this year, it has been relatively normal, and I have not encountered such words or behaviors. There were three times last year. One time, at the dinner table, a local cadre pretended to be drunk and kept getting very close to me. Once a man wanted to pour me liquor, and another man insisted on hugging his shoulders when talking, and what was even worse was when talking to other local men, he said ""he is very nice and has no malice"", wtf",,0,China
人已经绝望了，虽然做错了，不也是用死赎罪了吗？还不让人家死的安生，刚开始性骚扰就该报警了，不然能有后来人出事吗？现在墙倒众人推了，再坏也死了还是过去得了，人死为大韩国人真是，只要你犯错不死就不算完呀！非得逼死了就都过去了，死了还得让人道歉，那得多么难过多么后悔多么害怕多么无助才会,"People are already in despair. Although they have done wrong, isn't that also atonement with death? An Sheng, who still doesn't let others die, should call the police at the beginning of sexual harassment, otherwise, will someone later have an accident? Now that the wall is down and everyone pushes it, no matter how bad it is, it’s still a thing of the past. It’s true that death is a big Korean, as long as you make mistakes and don’t die, it’s not over! If you have to be forced to die, it will be over, and if you die, you have to be apologized, how sad, how regretful, how scared, how helpless you are.",,0,China
"至于跳楼的从你描述看到有他杀或者过失杀人的怀疑，我也是道听途说，到绝望边缘想自杀的人，感受无人理解的时候一个窗台算什么，事情的经过只有当事人知道，我们也不用纠结剖还是顺，要明白产妇是何等绝望才走上这条路，是医院？不是，我个人想法就是对亲人的失望，孤立无援.,你的说法只是针对说风就是雨的人，我同意层主的态度，医院责任有，原先以有力的方向描述该有的证明，确实不对，监护不力也是不对，但是你有想过家属就不该站在这舆论的尖端吗？产妇几次沟通朝夕相处的家属，他们就没有意识到产妇的意愿吗？难道叫医生去评判产妇的忍耐限度吗？","As for the person who jumped from the building and saw the suspicion of homicide or manslaughter from your description, I also heard from hearsay. People who want to commit suicide when they are on the verge of despair feel what a window sill is when no one understands. Only the person involved knows what happened, so we don’t have to worry about it. Whether it's an autopsy or not, you have to understand how desperate the parturient is to go on this road, is it a hospital? No, my personal opinion is that I am disappointed with my relatives, and I am alone and helpless. Your statement is only aimed at those who say that the wind is the rain. I agree with the attitude of the strategist. No, ineffective guardianship is also wrong, but have you ever thought that family members shouldn't be at the forefront of public opinion? The mother has communicated several times with the family members who get along day and night, don't they realize the wishes of the mother? Should the doctor be called to judge the tolerance limit of the parturient?",,0,China
看日综总感觉日本女人的地位真的太低了……,I always feel that the status of Japanese women is really too low when I read Japanese comprehensive...,,0,China
想说一句，日本军国主义的残存对这有没有一定影响  二战时日本也非常不尊重女性 日本慰安妇也大量存在,"I would like to say, does the remnants of Japanese militarism have any influence on this? Japan also disrespected women very much during World War II. There were also a large number of Japanese comfort women.",,0,China
怪不得我们国家的性同意权是14岁，其他国家的是16到18岁。这真是为那些不爱自己女儿的父母打开了方便之门哪。鲍御明的那个案子就是性同意权是14岁，现在没事了吧… 16岁之前，根本就是个初中学生啊，我们的性同意权最好能跟国际接轨吧，改到16到18岁，保护好我们的女娃们。,"No wonder the right to sexual consent in our country is 14 years old, while in other countries it is 16 to 18 years old. This really opens the door for parents who don't love their daughters. In Bao Yuming’s case, the right to sexual consent is 14 years old, so it’s okay now... Before the age of 16, I was a junior high school student. Our sexual consent right should be in line with international standards. Change it to 16 to 18 years old and protect it. Our girls.",,0,China
"这个案件被好多国家影视剧改编过，还有MJ娈童案，当时舆论偏向MJ的确猥亵当事人，好多影视剧明里暗里都影射mj娈童，当年受不了压力MJ庭外和解，对方不再控告，其实如果坚持，法院会判证据不足，但是舆论时间越长，对MJ越不利，但是最后那个当事人成年后终于说出事实，MJ并未侵犯或是猥亵过他,这个是事实，但是冤案也不少，最后不得已庭外和解，或是最后半定罪…美帝这事儿不少，曾经有个老师因为给一个女生不及格，女生就勾引老师，老师拒绝后把自己衣服撕烂抓破，然后抓破老师脸还是哪儿，最后控告老师强奸，虽然最后证据不足，但当时舆论一边倒骂那个老师，最后老师因为被贴恋童癖标签自杀了","This case has been adapted by many national film and television dramas, and there is also the MJ child molestation case. At that time, the public opinion was biased towards MJ’s molestation of the client. Many film and television dramas alluded to MJ’s child molestation. MJ couldn’t stand the pressure and settled out of court. The other party no longer sued. In fact, if you insist, the court will rule that the evidence is insufficient, but the longer the public opinion is, the more unfavorable it will be for MJ, but the last party finally told the truth after he became an adult. MJ did not violate or moles him. Few, finally had to settle out of court, or finally half-convicted... The United States has a lot of things. There was once a teacher who failed a girl, and the girl seduced the teacher. After the teacher refused, she tore her clothes and scratched them. Scratching the teacher's face or where, and finally accusing the teacher of rape, although the evidence was insufficient, but the public opinion at the time scolded the teacher, and finally the teacher committed suicide because he was labeled as a pedophile",,0,China
即使是像她说的是女孩的自主选择，但是13岁的小女孩是未成年ok?并没有健全的人格，还不能为自己的选择负责，这种时候养父对她所做的所有事责任都在养父，这叫诱导未成年,"Even if it is a girl's own choice as she said, but a 13-year-old girl is a minor, ok? She doesn't have a sound personality, and she can't be responsible for her own choices. At this time, her adoptive father is responsible for everything she does In adoptive fathers, this is called inducing minors",,0,China
没有诞生下来的生命不能算作生命，它不过是母体的一个寄生物罢了（怀孕的妊娠就是排异反应）。生杀予夺都该由母亲决定，这是天赋母权。更何况，如果可以选择，其实很多孩子都不愿意来到这个世界，尤其是那些不受待见的女孩们。,"Life that is not born is not life, it is just a parasite of the mother's body (pregnancy is a rejection reaction). Life and death should be decided by the mother, which is the natural right of motherhood. What's more, if you can choose, many children are actually unwilling to come to this world, especially those girls who are not popular.",,0,China
